# t	yaw	pitch	roll	yaw_velocity	pitch_velocity	roll_velocity	wheel_velocity	T	V	drive_imp	wheel_imp
1.24	-0.02925	-0.178841	0.0300909	0.00145337	-0.121743	-0.00385819	0.0451225	8.64078	2924.53	0	-3.57815
1.26	-0.0293382	-0.181134	0.0300374	-0.00530108	-0.114659	-0.0026769	0.0166983	8.85955	2923.72	0	-1.6306
1.28	-0.0293438	-0.183528	0.0299678	-0.00034634	-0.119718	-0.00347719	0.0216646	9.4342	2922.88	0	-3.7002
1.3	-0.0293205	-0.185771	0.0298901	0.00140561	-0.112134	-0.00388408	-0.00868462	9.72723	2922.09	0	-3.11559
1.32	-0.0294203	-0.18789	0.0298442	-0.00596318	-0.10594	-0.00229534	-0.035159	10.175	2921.25	0	-1.25604
1.34	-0.0294344	-0.190148	0.0297823	-0.000826696	-0.112926	-0.00309935	-0.0261622	10.8456	2920.42	0	-3.70494
1.36	-0.0293678	-0.192245	0.0297081	0.00404826	-0.104844	-0.0037076	-0.0587883	11.3218	2919.66	0	-3.72688
1.38	-0.0293876	-0.194175	0.0296539	-0.0011032	-0.0964686	-0.00271145	-0.0920086	11.9034	2918.97	0	-2.24914
1.4	-0.0293232	-0.196115	0.0295814	0.00396125	-0.0970289	-0.00362294	-0.100926	12.5876	2918.27	0	-3.67474
1.42	-0.0293446	-0.197889	0.029529	-0.0011464	-0.0887118	-0.00262214	-0.1341	13.32	2917.6	0	-2.37579
1.44	-0.0292825	-0.199661	0.0294562	0.00389081	-0.0885971	-0.0036384	-0.145195	14.0875	2916.93	0	-3.7817
1.46	-0.0293097	-0.201256	0.0294076	-0.00142248	-0.0797138	-0.00243047	-0.180286	14.9889	2916.31	0	-2.62255
1.48	-0.0292561	-0.202817	0.0293386	0.00345804	-0.0780746	-0.00345027	-0.195928	15.8757	2915.71	0	-3.95089
1.5	-0.029289	-0.204172	0.0292837	-0.00167079	-0.0677228	-0.00274563	-0.23443	16.9424	2915.05	0	-3.03585
1.52	-0.0292353	-0.205485	0.0292083	0.00355817	-0.0656821	-0.00377093	-0.251562	17.9556	2914.52	0	-4.4644
1.54	-0.0292722	-0.206568	0.0291613	-0.0017947	-0.0541553	-0.00234898	-0.294757	19.3508	2914.14	0	-3.99642
1.56	-0.0292309	-0.207456	0.0290958	0.00296793	-0.0443809	-0.00327444	-0.332952	20.8078	2913.8	0	-5.3565
1.58	-0.0292889	-0.20798	0.0290589	-0.00287764	-0.0262186	-0.00184514	-0.394279	22.8908	2913.59	0	-5.67607
1.6	-0.0292867	-0.208104	0.0290199	0.00085206	-0.00619218	-0.00195019	-0.461181	25.4549	2913.52	0	-6.97744
1.62	-0.0293735	-0.20759	0.0289664	-0.004306	0.0257321	-0.00267299	-0.558927	29.253	2913.37	0	-7.33657
1.64	-0.0293768	-0.206564	0.0288902	0.000877846	0.0512682	-0.00381228	-0.642989	33.5497	2913.71	0	-7.41297
1.66	-0.0295145	-0.205058	0.0288737	-0.00701649	0.0752896	-0.000825617	-0.724511	38.3331	2914.52	0	-6.02312
1.68	-0.0296828	-0.203296	0.0289232	-0.0087896	0.0880949	0.00247536	-0.766829	41.4059	2915.59	0	-4.08344
1.7	-0.0297809	-0.201469	0.0289046	-0.00455927	0.0913881	-0.000927784	-0.786297	43.1385	2916.71	0	-3.9958
1.72	-0.0298042	-0.199538	0.028886	-1.96969e-05	0.0965238	-0.000928342	-0.808365	45.0333	2917.84	0	-3.50467
1.74	-0.0297489	-0.197537	0.0288654	0.0047463	0.100061	-0.00103228	-0.826035	46.715	2918.94	0	-3.312
1.76	-0.0297742	-0.195459	0.0288654	-5.19634e-05	0.103886	0	-0.844347	48.4508	2919.96	0	-1.36904
1.78	-0.0297253	-0.193509	0.0288427	0.00439835	0.0975139	-0.00113631	-0.834734	48.5611	2920.81	0	-3.57257
1.8	-0.0297501	-0.1914	0.0288447	3.07707e-05	0.105474	0.000103377	-0.865481	51.0016	2921.56	0	-0.569841
1.82	-0.029849	-0.189423	0.0288282	-0.00442187	0.0988185	-0.000826921	-0.855258	50.9388	2921.92	0	-1.46478
1.84	-0.0298389	-0.187547	0.0287599	0.00214545	0.0938147	-0.003416	-0.851856	51.6898	2922.29	0	-3.70976
1.86	-0.0298815	-0.185493	0.028791	-0.000936848	0.102676	0.00155373	-0.886144	54.6266	2922.69	0	-0.657638
1.88	-0.0298574	-0.183661	0.0287682	0.00302332	0.0915945	-0.00113929	-0.866889	54.4992	2923.15	0	-4.07591
1.9	-0.0298981	-0.181631	0.0287495	-0.000774566	0.101501	-0.00093272	-0.904727	57.977	2923.86	0	-0.668415
1.92	-0.0298276	-0.179782	0.0286706	0.00591753	0.0924848	-0.00394518	-0.889617	58.0206	2924.52	0	-4.10895
1.94	-0.0298046	-0.177648	0.0287059	0.00316918	0.106701	0.00176625	-0.936965	61.5748	2925.01	0	0.575658
1.96	-0.029951	-0.175868	0.0288096	-0.00711641	0.0889741	0.00518234	-0.902259	60.3079	2925.48	0	-2.46581
1.98	-0.0299549	-0.174066	0.0287723	0.00141447	0.0901304	-0.00186348	-0.91209	62.3141	2926.16	0	-3.49458
2	-0.0300262	-0.172043	0.0288344	-0.00256496	0.101136	0.00310447	-0.949798	65.2747	2926.63	0	0.646241
2.02	-0.0301036	-0.170402	0.0289314	-0.00308081	0.0820711	0.00485033	-0.912157	63.9155	2927.16	0	-4.29226
2.04	-0.0300425	-0.168463	0.0289602	0.00525528	0.0969164	0.00144159	-0.956989	67.7831	2927.72	0	-1.68631
2.06	-0.0300677	-0.166569	0.0289952	4.4632e-05	0.0947125	0.00174865	-0.959783	68.9651	2928.29	0	-1.13419
2.08	-0.0301911	-0.164798	0.0290404	-0.00589689	0.0885315	0.00225976	-0.951701	69.5099	2928.88	0	-1.63361
2.1	-0.030239	-0.163061	0.0290794	-0.00139913	0.0868894	0.00194879	-0.955941	70.679	2929.39	0	-2.7487
2.12	-0.0302016	-0.161224	0.0291142	0.00372067	0.0918455	0.00174148	-0.978491	73.0656	2929.93	0	-2.08161
2.14	-0.0302442	-0.159332	0.029147	-0.00109731	0.0945978	0.00163717	-0.993955	75.0245	2930.36	0	-0.039977
2.16	-0.0301525	-0.157799	0.0290609	0.00698382	0.076624	-0.00430141	-0.989669	74.5254	2931	0	-5.8534
2.18	-0.0301855	-0.155681	0.0291019	-0.000388626	0.105906	0.00204984	-1.04399	80.6425	2931.76	0	3.63058
2.2	-0.0301342	-0.154224	0.0290958	0.00452082	0.072854	-0.000307243	-0.960786	76.0039	2932.19	0	-5.93418
2.22	-0.0301677	-0.152266	0.029104	-0.00044812	0.0978827	0.000409689	-1.03785	81.9454	2932.76	0	1.69294
2.24	-0.0301142	-0.150756	0.0290978	0.00468579	0.0754915	-0.000307243	-0.98417	79.4761	2933.23	0	-5.38049
2.26	-0.0301462	-0.14873	0.0291101	-0.000331774	0.101332	0.000614487	-1.06196	85.2608	2933.48	0	3.10785
2.28	-0.0300914	-0.147377	0.029104	0.00475254	0.0676528	-0.000307243	-0.978778	81.1828	2933.92	0	-6.36576
2.3	-0.0301426	-0.145453	0.0291511	-0.00149691	0.0961877	0.00235364	-1.0655	88.0303	2934.6	0	2.19119
2.32	-0.0301542	-0.144026	0.0291326	0.000767736	0.0713289	-0.000920519	-1.00508	85.1372	2935.22	0	-5.25902
2.34	-0.030141	-0.142139	0.0291531	0.00236043	0.0943787	0.00102278	-1.07595	90.5913	2935.81	0	1.25119
2.36	-0.0302282	-0.140616	0.0291878	-0.00375345	0.0761531	0.00173701	-1.03299	88.6017	2936.23	0	-3.16615
2.38	-0.0301855	-0.138872	0.0292368	0.0040504	0.0871919	0.00244882	-1.06951	91.889	2936.51	0	-1.10284
2.4	-0.030217	-0.137221	0.0292348	-0.000436001	0.0825569	-0.000101887	-1.06581	92.8361	2936.99	0	-1.50252
2.42	-0.0301354	-0.135555	0.0292816	0.00634294	0.0832684	0.00234302	-1.0741	94.2894	2937.3	0	-2.46043
2.44	-0.0301385	-0.133784	0.0293528	0.00122233	0.0885718	0.00355849	-1.09653	96.757	2937.66	0	0.672002
2.46	-0.030264	-0.132338	0.0294015	-0.00622988	0.0722781	0.00243504	-1.06203	95.6804	2938.22	0	-2.88587
2.48	-0.0302599	-0.130679	0.0294886	0.00151432	0.0829659	0.00435282	-1.09426	98.6889	2938.53	0	-0.858901
2.5	-0.0303311	-0.129073	0.0295229	-0.00306684	0.0802957	0.00171736	-1.09489	99.6093	2938.73	0	-0.558181
2.52	-0.0303057	-0.127568	0.0295068	0.00270706	0.0752501	-0.000807922	-1.08841	100.261	2938.94	0	-3.22484
2.54	-0.0303459	-0.125833	0.0296398	-0.00125339	0.0867516	0.00665206	-1.12734	103.762	2939.13	0	1.73509
2.56	-0.0303526	-0.124572	0.02968	0.000611021	0.0630815	0.00200989	-1.07135	101.493	2939.7	0	-5.43245
2.58	-0.0303311	-0.122738	0.0296941	0.00234371	0.0916664	0.000702869	-1.15415	107.889	2940	0	2.99872
2.6	-0.0303841	-0.121494	0.0297602	-0.00223257	0.0622306	0.0033088	-1.08102	103.817	2940.31	0	-4.99619
2.62	-0.0303421	-0.119823	0.0298003	0.00346347	0.0835419	0.00200178	-1.1461	109.385	2940.82	0	0.461932
2.64	-0.0303838	-0.118337	0.0298482	-0.00162836	0.0742998	0.00239862	-1.12593	108.657	2940.95	0	-1.43515
2.66	-0.0303608	-0.11688	0.029942	0.00217965	0.0728324	0.00468614	-1.12914	110.049	2941.34	0	-2.51184
2.68	-0.0303975	-0.115248	0.0300036	-0.00146717	0.0816077	0.00308277	-1.15898	113.138	2941.65	0	1.55657
2.7	-0.0303684	-0.113961	0.0300155	0.00240787	0.0643626	0.000595953	-1.11814	111.215	2941.86	0	-4.59899
2.72	-0.0304136	-0.11228	0.0300889	-0.00206264	0.0840168	0.00366978	-1.17924	116.484	2942.26	0	2.87437
2.74	-0.030369	-0.111161	0.0301444	0.00321174	0.0559673	0.00277124	-1.10817	112.566	2942.68	0	-6.06061
2.76	-0.0304066	-0.109377	0.0301977	-0.00173485	0.0891969	0.0026674	-1.20434	120.015	2942.83	0	4.59769
2.78	-0.0303568	-0.108333	0.0302411	0.00341036	0.052226	0.00216998	-1.10895	114.275	2942.87	0	-6.43145
2.8	-0.0304409	-0.106666	0.0304082	-0.00471082	0.08335	0.0083548	-1.20087	122.094	2943.43	0	3.91901
2.82	-0.030479	-0.10566	0.0304963	-0.00211656	0.0502899	0.00440469	-1.11671	116.937	2943.79	0	-5.97049
2.84	-0.030335	-0.104055	0.0305061	0.00876038	0.0802543	0.000488572	-1.20448	124.2	2944.37	0	0.516026
2.86	0.0309098	-0.102628	0.0305783	0.00240865	0.0713151	0.00361092	-1.18452	123.254	2944.5	0	-1.04908
2.88	-0.0303079	-0.10123	0.03059	-0.000744803	0.0699401	0.000584777	-1.18839	124.301	2944.67	0	-0.628077
2.9	0.0309637	-0.0998838	0.0305529	0.00395438	0.0672948	-0.00185249	-1.18559	125.194	2944.84	0	-2.48586
2.92	0.0309486	-0.0983848	0.0305002	-0.000999571	0.074945	-0.00263629	-1.21182	128.109	2945.19	0	1.51618
2.94	0.0310447	-0.0972374	0.0305217	0.00565771	0.0573717	0.00107456	-1.16874	126.121	2945.64	0	-5.251
2.96	0.0310644	-0.0954992	0.0304709	0.00105317	0.086911	-0.00254121	-1.25443	132.915	2945.71	0	4.97005
2.98	0.0310033	-0.0945991	0.030418	-0.00385055	0.0450052	-0.00264347	-1.14575	126.208	2946.1	0	-6.10313
3	0.0310357	-0.0930203	0.0304219	0.00171916	0.0789389	0.00019595	-1.24293	133.865	2946.3	0	2.87526
3.02	0.0309827	-0.0919491	0.0303709	-0.00342639	0.053563	-0.00254959	-1.17872	129.926	2946.4	0	-4.39418
3.04	0.031039	-0.0904678	0.0303925	0.00310474	0.0740618	0.00107922	-1.24039	135.585	2946.84	0	1.16825
3.06	0.0310507	-0.0892763	0.0303925	0.000449771	0.0595771	0	-1.20657	133.817	2947.19	0	-3.21429
3.08	0.0309423	-0.0877933	0.0303964	-0.00676212	0.0741486	0.000196137	-1.24985	137.783	2947.47	0	3.56894
3.1	0.0310029	-0.0869051	0.0304278	0.00341614	0.044411	0.00156816	-1.17339	133	2947.65	0	-6.5688
3.12	0.0308686	-0.0852986	0.030369	-0.00831768	0.0803255	-0.00294158	-1.2763	141.54	2948.02	0	5.51311
3.14	0.0309184	-0.0845425	0.0304435	0.00275817	0.037805	0.0037251	-1.16431	134.25	2948.38	0	-7.06575
3.16	0.0307716	-0.082961	0.0303768	-0.00905912	0.0790738	-0.00333264	-1.28154	143.289	2948.42	0	5.52207
3.18	0.0307345	-0.0822358	0.0304396	-0.00244974	0.0362594	0.00313679	-1.16919	136.042	2948.61	0	-6.81165
3.2	0.030705	-0.0807522	0.0303984	-0.00200462	0.0741787	-0.00205776	-1.2779	144.85	2948.96	0	3.4325
3.22	0.0308243	-0.079798	0.0304689	0.00695542	0.0477143	0.00352589	-1.20834	140.188	2948.81	0	-6.1948
3.24	0.0308505	-0.0781887	0.0304474	0.0013866	0.0804618	-0.00107652	-1.30384	148.209	2949	0	4.84637
3.26	0.0308214	-0.077305	0.0304904	-0.00191087	0.0441842	0.00215219	-1.20706	141.654	2948.89	0	-5.61487
3.28	0.0308146	-0.075838	0.0305256	-0.00052879	0.0733498	0.00175862	-1.29259	148.86	2949.12	0	3.47328
3.3	0.0309535	-0.0749429	0.0304963	0.00822573	0.0447549	-0.00146534	-1.21852	144.277	2949.48	0	-6.51317
3.32	0.0309891	-0.0732626	0.0305334	0.00201753	0.0840161	0.00185594	-1.32953	153.163	2949.4	0	5.87926
3.34	-0.0301412	-0.0724916	0.0305978	0.00446511	0.03855	0.00321809	-1.20961	144.973	2949.6	0	-6.79065
3.36	-0.0302549	-0.0709217	0.0305802	-0.00680532	0.0784971	-0.000877026	-1.32265	154.199	2949.72	0	5.99626
3.38	-0.0301924	-0.0702588	0.0305607	0.00379085	0.0331417	-0.000975002	-1.2027	146.074	2950.01	0	-7.14979
3.4	0.0309754	-0.0687405	0.030588	-0.00223971	0.0759158	0.00136485	-1.3228	155.521	2949.99	0	5.10584
3.42	0.0310226	-0.0680121	0.0305997	0.00282376	0.0364199	0.000584591	-1.21884	148.443	2950.11	0	-6.7529
3.44	-0.0302228	-0.0665192	0.0305997	-0.00240239	0.0746448	0	-1.32737	157.338	2950.37	0	5.01689
3.46	-0.0301772	-0.0657901	0.0305919	0.00274478	0.0364546	-0.000389758	-1.22601	150.372	2950.61	0	-6.67854
3.48	-0.0302179	-0.0642896	0.0305919	-0.00242942	0.0750262	0	-1.33519	159.235	2950.83	0	5.26893
3.5	-0.0301726	-0.0635377	0.0305841	0.00273378	0.037596	-0.000389758	-1.23557	152.217	2950.68	0	-6.47296
3.52	-0.0302135	-0.0620811	0.0305841	-0.00242903	0.0728317	0	-1.33592	160.711	2951.06	0	4.93364
3.54	-0.0301683	-0.0613222	0.0305783	0.00273932	0.0379419	-0.000292435	-1.24337	154.082	2950.93	0	-6.34811
3.56	-0.0302092	-0.0598115	0.0305783	-0.00242399	0.075536	0	-1.35031	162.921	2950.82	0	5.67068
3.58	-0.030164	-0.0591493	0.0305724	0.00274115	0.0331115	-0.000292435	-1.2371	154.986	2950.9	0	-6.82765
3.6	-0.030205	-0.0576659	0.0305724	-0.00241994	0.0741685	0	-1.35312	164.429	2950.86	0	5.54004
3.62	0.031016	-0.057016	0.0305295	0.000911527	0.0324959	-0.00214642	-1.24154	156.776	2951.2	0	-6.70033
3.64	0.0310515	-0.0555439	0.0305295	0.00203222	0.0736039	0	-1.35789	166.122	2951.22	0	4.95427
3.66	0.0310193	-0.0548226	0.0305627	-0.00200386	0.0360643	0.00165887	-1.25845	159.196	2951.54	0	-5.83387
3.68	0.0309792	-0.053397	0.0305256	-0.00248325	0.0712814	-0.00185417	-1.35726	167.191	2951.51	0	5.21468
3.7	0.0310228	-0.0527453	0.0305529	0.00253636	0.032587	0.00136644	-1.25469	159.965	2951.67	0	-6.6832
3.72	0.0309782	-0.0513091	0.0305627	-0.00273654	0.0718074	0.000487734	-1.36519	169.035	2951.93	0	5.51826
3.74	0.0310188	-0.0506672	0.0305744	0.00239096	0.0320965	0.000585057	-1.25875	161.361	2952.09	0	-6.6545
3.76	0.030973	-0.0492464	0.0305763	-0.0027873	0.0710405	9.75095e-05	-1.3684	170.345	2952.37	0	5.50669
3.78	0.031013	-0.0486214	0.0305841	0.0023782	0.0312496	0.000389852	-1.26151	162.593	2952.56	0	-6.67918
3.8	0.0309669	-0.0471986	0.0305841	-0.00279311	0.071138	0	-1.37351	171.705	2952.73	0	5.65716
3.82	0.0310069	-0.0465556	0.03059	0.00238049	0.0321493	0.000292342	-1.2689	164.046	2952.52	0	-6.50559
3.84	0.0309609	-0.0451669	0.030588	-0.00277765	0.0694374	-9.74163e-05	-1.37409	172.84	2952.83	0	5.44362
3.86	0.0310011	-0.0445237	0.0305919	0.00239649	0.0321578	0.000194833	-1.27395	165.423	2952.65	0	-6.4321
3.88	0.0309552	-0.0431386	0.0305919	-0.0027645	0.0692582	0	-1.37851	174.157	2952.96	0	5.53701
3.9	0.0309957	-0.0425356	0.0305958	0.00241558	0.0301469	0.000194926	-1.27318	166.383	2953.09	0	-6.60704
3.92	0.0309498	-0.0411371	0.0305939	-0.00276295	0.0699254	-9.74163e-05	-1.38468	175.477	2953.24	0	5.78676
3.94	0.0309901	-0.0405287	0.0305978	0.00241221	0.030423	0.000194833	-1.27842	167.607	2953.02	0	-6.50506
3.96	0.0309443	-0.0391614	0.0305958	-0.00275744	0.068363	-9.74163e-05	-1.38499	176.472	2953.31	0	5.60411
3.98	0.0309848	-0.0385795	0.0305978	0.00242102	0.0290951	9.74163e-05	-1.27908	168.589	2953.43	0	-6.59698
4	0.030939	-0.0371688	0.0305958	-0.00275267	0.0705358	-9.74163e-05	-1.3951	178.003	2953.23	0	6.10563
4.02	0.0309796	-0.0366193	0.0305978	0.00242659	0.027474	9.74163e-05	-1.27882	169.392	2953.22	0	-6.71424
4.04	0.0309339	-0.0352652	0.0305958	-0.00274895	0.0677034	-9.74163e-05	-1.39137	178.596	2953.44	0	5.7062
4.06	0.0309744	-0.0346832	0.0305997	0.00242728	0.0291001	0.000194833	-1.28727	170.795	2953.27	0	-6.4612
4.08	0.0309287	-0.0333241	0.0305958	-0.00274891	0.0679541	-0.000194833	-1.39584	179.787	2953.51	0	5.86211
4.1	0.0309693	-0.0327799	0.0305997	0.00243174	0.0272118	0.000194833	-1.28585	171.522	2953.64	0	-6.622
4.12	0.0309236	-0.0314224	0.0305978	-0.00274638	0.0678739	-9.74163e-05	-1.39925	180.729	2953.79	0	5.94971
4.14	0.0309642	-0.0308892	0.0305978	0.00243143	0.0266636	0	-1.28769	172.339	2953.89	0	-6.62277
4.16	0.0309186	-0.0295396	0.0305978	-0.00274409	0.0674787	0	-1.40139	181.563	2954	0	5.97758
4.18	0.0309592	-0.0289921	0.0305997	0.00243342	0.0273722	9.74163e-05	-1.29307	173.384	2953.77	0	-6.4731
4.2	0.0309137	-0.0276552	0.0305978	-0.00273767	0.0668496	-9.74163e-05	-1.40297	182.421	2953.97	0	5.96449
4.22	0.0309544	-0.0271163	0.0305997	0.00244048	0.0269404	9.74163e-05	-1.29526	174.231	2953.76	0	-6.46034
4.24	0.0309088	-0.025756	0.0305978	-0.00273848	0.068015	-9.74163e-05	-1.40991	183.61	2953.56	0	6.24805
4.26	0.0309495	-0.0252612	0.0305997	0.0024333	0.0247429	9.74163e-05	-1.29183	174.771	2953.84	0	-6.65578
4.28	0.0309038	-0.0239164	0.0305978	-0.0027451	0.0672367	-9.74163e-05	-1.41089	184.307	2953.7	0	6.21203
4.3	0.0309444	-0.0234277	0.0305997	0.0024304	0.0244379	9.74163e-05	-1.29451	175.532	2953.91	0	-6.63115
4.32	0.0308985	-0.022107	0.0305978	-0.00275236	0.0660322	-9.74163e-05	-1.41003	184.83	2954.08	0	6.10298
