# t	yaw	pitch	roll	yaw_velocity	pitch_velocity	roll_velocity	wheel_velocity	X	Y	T	V	drive_imp	wheel_imp
2.04	-0.030008	0.0680892	0.0497164	0.0357836	0.175612	-0.0215341	-0.584473	0.118627	-0.00610783	2.84525	343.838	-0.2	0.15
2.05	-0.0299033	0.0689413	0.048844	0.00364485	0.0854016	-0.0339787	-0.411293	0.120225	-0.00720375	3.12831	343.841	-0.2	0.15
2.06	-0.0300924	0.0689956	0.0478923	-0.0226471	0.00513885	-0.0401746	-0.240844	0.120821	-0.00832684	3.47552	343.824	0	0.15
2.07	-0.0297761	0.0684327	0.0474721	0.0312688	-0.0558292	-0.0189739	-0.0246423	0.120654	-0.00885673	3.44583	343.811	0	0
2.08	-0.0299426	0.0681324	0.0476539	-0.0190012	-0.0302715	0.0107254	-0.156983	0.120759	-0.00876062	3.43187	343.763	0	-0.15
2.09	-0.0296693	0.0693695	0.0479358	0.0211807	0.124138	0.0190169	-0.403266	0.122785	-0.00855474	3.47047	343.703	-0.2	0
2.1	-0.0297041	0.0710746	0.0480079	-0.0120349	0.170489	0.0116666	-0.556292	0.125342	-0.0085378	3.89809	343.672	-0.2	0
2.11	-0.0291134	0.0730886	0.0481369	0.0491409	0.202302	0.015477	-0.64024	0.128296	-0.00848131	4.35103	343.62	-0.2	0.15
2.12	-0.0288824	0.0745771	0.0477588	0.0161828	0.149215	-0.0106513	-0.451273	0.130568	-0.00897728	4.73132	343.596	-0.2	0.15
2.13	-0.0289286	0.0753055	0.0470088	-0.0090065	0.0727799	-0.0300996	-0.299088	0.131881	-0.00981832	5.1509	343.56	-0.2	0.15
2.14	-0.0283994	0.0754528	0.0459764	0.0501201	0.0154363	-0.0444565	-0.204397	0.13246	-0.0109599	5.61646	343.563	0	0.15
2.15	-0.0282892	0.0751959	0.0454233	0.0100903	-0.0255465	-0.0243225	-0.0722344	0.132505	-0.0114616	5.58896	343.637	0	0.15
2.16	-0.0285573	0.0742011	0.0452325	-0.0246417	-0.0998211	-0.0112555	0.168899	0.131631	-0.0115381	5.56117	343.66	0	0
2.17	-0.0285089	0.0736093	0.0451903	0.00565436	-0.0591199	-0.00297621	0.0648108	0.131244	-0.0114696	5.52434	343.656	0	0
2.18	-0.028919	0.073591	0.0452272	-0.0416359	-0.00232449	0.00247765	-0.0497217	0.131538	-0.0112292	5.49494	343.665	0	0
2.19	-0.0288144	0.0738299	0.0454954	0.00803271	0.0240132	0.0151532	-0.189684	0.132132	-0.0109546	5.4763	343.639	0	-0.15
2.2	-0.0293665	0.075747	0.0457932	-0.0619565	0.191001	0.0215807	-0.516833	0.134771	-0.0105896	5.53912	343.63	-0.2	0
2.21	-0.0290397	0.0779656	0.0458726	0.0245764	0.222318	0.0127274	-0.611611	0.137753	-0.0105984	6.07028	343.592	-0.2	0.15
2.22	-0.0288504	0.0794896	0.0453707	0.0134157	0.152646	-0.0167522	-0.424314	0.139873	-0.0111474	6.52255	343.56	-0.2	0.15
2.23	-0.0289731	0.0804304	0.0445003	-0.0161763	0.0939241	-0.0351887	-0.319831	0.14124	-0.012057	7.02703	343.551	-0.2	0.15
2.24	-0.0285732	0.0806181	0.0433877	0.0378962	0.0192013	-0.0483437	-0.187434	0.141663	-0.0132145	7.56713	343.525	-0.2	0.15
2.25	-0.0284408	0.0801038	0.0422006	0.0127357	-0.051305	-0.0539184	-0.053793	0.141189	-0.0143674	8.14507	343.508	0	0.15
2.26	-0.0288002	0.0791623	0.0414882	-0.0347533	-0.0944841	-0.0345835	0.125761	0.140161	-0.0148942	8.10857	343.533	0	0.15
2.27	-0.0287793	0.0776332	0.0411056	0.00499663	-0.152907	-0.0226393	0.33303	0.138407	-0.0150901	8.10141	343.53	0	0
2.28	-0.0293337	0.0765271	0.0412533	-0.0539616	-0.11109	0.0041661	0.172418	0.137135	-0.0147802	8.039	343.517	0	0
2.29	-0.0297214	0.0761133	0.0408495	-0.0383782	-0.0417156	-0.0192401	0.0444456	0.136706	-0.0148626	7.9841	343.545	0	0
2.3	-0.0295861	0.0763654	0.0408568	0.012567	0.0253231	0.00209388	-0.116868	0.137075	-0.0146428	7.96694	343.636	-0.2	0
2.31	-0.0294642	0.0769249	0.0402541	0.00889096	0.0560367	-0.0215034	-0.41513	0.137777	-0.0151019	8.60168	343.769	-0.2	0.15
2.32	-0.0293883	0.0770259	0.039269	0.00693589	0.010154	-0.043851	-0.0947391	0.137901	-0.0160481	9.20762	343.905	0	0.15
2.33	-0.0296046	0.0762514	0.0387478	-0.0206571	-0.0775813	-0.0262188	0.150238	0.136944	-0.0163909	9.12713	343.951	0	0.15
2.34	-0.0297292	0.0748811	0.0383876	-0.0104783	-0.137108	-0.0215942	0.329221	0.135252	-0.0165304	9.11023	343.952	0	0
2.35	-0.029684	0.0739073	0.0383005	0.00574356	-0.0973292	-0.00715996	0.213355	0.134036	-0.016422	9.05672	343.901	0	0
2.36	-0.0299794	0.073345	0.0382242	-0.0286757	-0.0563825	-0.00577442	0.151355	0.133319	-0.0162005	9.00579	343.832	0	0
2.37	-0.0300388	0.0732555	0.0378433	-0.00673109	-0.00904695	-0.0153496	-0.146044	0.133138	-0.0162722	8.95139	343.798	0	0
2.38	-0.0295684	0.0736668	0.0378228	0.0465174	0.0413947	0.000550023	-0.0995485	0.133592	-0.0161657	8.91785	343.738	-0.2	0
