# t	yaw	pitch	roll	yaw_velocity	pitch_velocity	roll_velocity	wheel_velocity	X	Y	T	V	drive_imp	wheel_imp
1.49	0.276202	-0.0107277	0.156885	-3.6813	0.124284	0.177126	-2.24411	0.149737	-0.0990004	4.66917	176.693	0.1	0
1.5	0.233758	-0.0103512	0.158539	-3.85587	0.0376455	0.165464	-2.57537	0.160754	-0.100862	4.51168	176.692	0.1	0
1.51	0.189135	-0.0100748	0.161396	-4.08294	0.0276377	0.285663	-2.40718	0.172191	-0.103157	4.38442	176.655	0.1	0
1.52	0.142443	-0.0100305	0.163015	-4.29312	0.00443701	0.161953	-2.29833	0.184215	-0.104151	4.28853	176.607	0.1	0
1.53	0.0940363	-0.0109214	0.165073	-4.3968	-0.0890937	0.205775	-2.74138	0.195536	-0.105258	4.29071	176.551	0.1	0
1.54	0.0439404	-0.0122501	0.167048	-4.54565	-0.132868	0.197494	-2.80915	0.206917	-0.10621	4.34777	176.385	0.1	0
1.55	-0.00777691	-0.0131122	0.170952	-4.76609	-0.0862147	0.390415	-2.26391	0.219608	-0.107712	4.31323	176.28	0.1	0
1.56	-0.0604094	-0.0153246	0.17181	-4.7474	-0.22124	0.0857666	-2.9928	0.230974	-0.10667	4.34663	176.233	0.1	-0.2
1.57	-0.11447	-0.0149824	0.173559	-4.86641	0.0342196	0.174865	-3.0989	0.245907	-0.105599	5.1048	176.164	0.1	0
1.58	-0.168992	-0.0148131	0.174178	-4.9061	0.0169351	0.0619158	-3.10311	0.260961	-0.102664	5.20404	176.151	0.1	0
1.59	-0.223944	-0.014794	0.173667	-4.9263	0.0019134	-0.0511155	-3.26044	0.275711	-0.0979104	5.38282	176.088	0.1	0
1.6	-0.279745	-0.0146904	0.173649	-5.00275	0.0103569	-0.00175834	-3.31514	0.290586	-0.0923212	5.62615	176.011	0.1	0
1.61	-0.335973	-0.014275	0.173804	-5.07696	0.041534	0.0155166	-3.08339	0.305785	-0.0859852	5.78783	176.03	0.1	0
1.62	-0.393289	-0.0143796	0.174728	-5.14453	-0.0104592	0.0924051	-3.33877	0.320865	-0.0800822	6.0441	175.982	0.1	0
1.63	-0.451156	-0.014266	0.174657	-5.2054	0.0113655	-0.00709891	-3.27852	0.33561	-0.0720315	6.33944	175.939	0.1	0
1.64	-0.509006	-0.0147665	0.17412	-5.15285	-0.0500562	-0.0536934	-3.64977	0.349157	-0.0634046	6.62492	175.984	0.1	0
1.65	-0.56798	-0.0151741	0.174918	-5.274	-0.0407529	0.0797436	-3.5629	0.363473	-0.0551875	6.95035	175.98	0.1	0
1.66	-0.626549	-0.0152127	0.175322	-5.25623	-0.0038649	0.0404716	-3.38847	0.377348	-0.0452621	7.23326	176.005	0.1	0
1.67	-0.685112	-0.0154486	0.174505	-5.2231	-0.0235884	-0.0817239	-3.62803	0.390392	-0.0345339	7.64501	176.055	0.1	0
1.68	-0.744053	-0.015515	0.174364	-5.27001	-0.00664024	-0.0141144	-3.57423	0.403074	-0.0229172	8.02212	176.086	0.1	0
1.69	-0.802999	-0.01546	0.172639	-5.27144	0.00550179	-0.172532	-3.60702	0.414616	-0.00992515	8.45734	176.141	0.1	0
1.7	-0.86258	-0.0157249	0.172233	-5.30717	-0.0264926	-0.0405744	-3.83192	0.426023	0.00269832	8.90052	176.15	0.1	0
1.71	-0.922994	-0.0156796	0.173366	-5.41945	0.00453684	0.113288	-3.59434	0.438485	0.0152936	9.38176	176.156	0.1	0
