# RNG_SEED = 1296062363
# FITNESS = 99.9998
# 
# INPUT_SIZE     = 2
# HIDDEN_SIZE    = 5
# OUTPUT_SIZE    = 1
# ELITISM        = 0.2
# CROSSOVER_PROB = 0.4
# MUTATION_PROB  = 0.9
# MUTATION_RATE  = 0.0666667
# MUTATION_SIZE  = 5
# NUM_RUNS       = 3
# BANG_SIZE      = 1
# MAX_EVAL_TIME  = 100
# SCORE_ANG      = 0.1309
# 
# digraph brain {
#   splines=false; nodesep=1; ranksep="1.5 equally"; rankdir=LR;
#   I0 -> H0 [headlabel=0.49,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H1 [headlabel=-8.48,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H2 [headlabel=14.5,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H3 [headlabel=-17,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H4 [headlabel=-6.27,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I1 -> H0 [headlabel=-2.28,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H1 [headlabel=6.88,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H2 [headlabel=8.37,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H3 [headlabel=-2.53,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H4 [headlabel=0.911,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H0 -> O0 [headlabel=-5.04,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   H1 -> O0 [headlabel=-3.45,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H2 -> O0 [headlabel=-14.5,color="#2ca02c",fontcolor="#2ca02c",fontsize=10,labeldistance=3];
#   H3 -> O0 [headlabel=-0.992,color="#d62728",fontcolor="#d62728",fontsize=10,labeldistance=3];
#   H4 -> O0 [headlabel=6.63,color="#9467bd",fontcolor="#9467bd",fontsize=10,labeldistance=3];
#   { rank=same; I0 I1 }
#   { rank=same; H0 H1 H2 H3 H4 }
#   { rank=same; O0 }
# }
# t	theta	thetadot	torque	fitness
5.04	0.00112	-0.00123	0	5.02
5.05	0.00111	-0.00112	0	5.03
5.06	0.0011	-0.00101	0	5.04
5.07	0.00109	-0.000902	0	5.05
5.08	0.00108	-0.000795	0	5.06
5.09	0.00107	-0.000689	0	5.07
5.1	0.00107	-0.000584	0	5.08
5.11	0.00106	-0.00048	0	5.09
5.12	0.00106	-0.000376	0	5.1
5.13	0.00105	-0.000272	0	5.11
5.14	0.00105	-0.000169	0	5.12
5.15	0.00105	-6.57e-05	0	5.13
5.16	0.00105	3.74e-05	0	5.14
5.17	0.00105	0.000141	0	5.15
5.18	0.00105	0.000244	0	5.16
5.19	0.00106	0.000347	0	5.17
5.2	0.00106	0.000451	0	5.18
5.21	0.00107	0.000556	0	5.19
5.22	0.00107	0.00066	0	5.2
5.23	0.00108	0.000766	0	5.21
5.24	0.00109	0.000872	0	5.22
5.25	0.0011	0.000979	0	5.23
5.26	0.00111	0.00109	0	5.24
5.27	0.00112	0.0012	0	5.25
5.28	0.00113	0.00131	0	5.26
5.29	0.00114	0.00142	0	5.27
5.3	0.00116	0.00153	0	5.28
5.31	0.00118	0.00165	0	5.29
5.32	0.00119	0.00176	0	5.3
5.33	0.00121	0.00188	0	5.31
5.34	0.00123	0.002	0	5.32
5.35	0.00125	0.00212	0	5.33
5.36	0.00127	0.00225	0	5.34
5.37	0.0013	0.00237	0	5.35
5.38	0.00132	0.0025	0	5.36
5.39	0.00135	0.00263	0	5.37
5.4	0.00137	0.00276	0	5.38
5.41	0.0014	0.0029	0	5.39
5.42	0.00143	0.00304	0	5.4
5.43	0.00146	0.00318	0	5.41
5.44	0.00149	0.00332	0	5.42
5.45	0.00153	0.00347	0	5.43
5.46	0.00156	0.00362	0	5.44
5.47	0.0016	0.00378	0	5.45
5.48	0.00164	0.00394	0	5.46
5.49	0.00168	0.0041	0	5.47
5.5	0.00172	0.00427	0	5.48
5.51	0.00176	0.00444	0	5.49
5.52	0.00181	0.00461	0	5.5
5.53	0.00186	0.00479	0	5.51
5.54	0.00186	-0.00502	-1	5.52
5.55	0.00181	-0.00484	0	5.53
5.56	0.00176	-0.00467	0	5.54
5.57	0.00171	-0.0045	0	5.55
5.58	0.00167	-0.00433	0	5.56
5.59	0.00163	-0.00417	0	5.57
5.6	0.00159	-0.00401	0	5.58
5.61	0.00155	-0.00386	0	5.59
5.62	0.00151	-0.00371	0	5.6
5.63	0.00147	-0.00356	0	5.61
5.64	0.00144	-0.00342	0	5.62
5.65	0.0014	-0.00328	0	5.63
5.66	0.00137	-0.00315	0	5.64
5.67	0.00134	-0.00301	0	5.65
5.68	0.00131	-0.00288	0	5.66
5.69	0.00128	-0.00276	0	5.67
5.7	0.00126	-0.00263	0	5.68
5.71	0.00123	-0.00251	0	5.69
5.72	0.00121	-0.00239	0	5.7
5.73	0.00118	-0.00227	0	5.71
5.74	0.00116	-0.00216	0	5.72
5.75	0.00114	-0.00204	0	5.73
5.76	0.00112	-0.00193	0	5.74
5.77	0.0011	-0.00182	0	5.75
5.78	0.00108	-0.00172	0	5.76
5.79	0.00107	-0.00161	0	5.77
5.8	0.00105	-0.00151	0	5.78
5.81	0.00104	-0.00141	0	5.79
5.82	0.00102	-0.00131	0	5.8
5.83	0.00101	-0.00121	0	5.81
5.84	0.000998	-0.00111	0	5.82
5.85	0.000988	-0.00101	0	5.83
5.86	0.000978	-0.000913	0	5.84
5.87	0.00097	-0.000818	0	5.85
5.88	0.000962	-0.000723	0	5.86
5.89	0.000955	-0.000629	0	5.87
5.9	0.000949	-0.000535	0	5.88
5.91	0.000944	-0.000443	0	5.89
5.92	0.00094	-0.00035	0	5.9
5.93	0.000937	-0.000258	0	5.91
5.94	0.000935	-0.000166	0	5.92
5.95	0.000934	-7.45e-05	0	5.93
5.96	0.000934	1.72e-05	0	5.94
5.97	0.000934	0.000109	0	5.95
5.98	0.000936	0.000201	0	5.96
5.99	0.000938	0.000292	0	5.97
6	0.000942	0.000385	0	5.98
6.01	0.000946	0.000477	0	5.99
6.02	0.000951	0.00057	0	6
6.03	0.000958	0.000664	0	6.01
6.04	0.000965	0.000758	0	6.02
6.05	0.000973	0.000853	0	6.03
6.06	0.000982	0.000949	0	6.04
6.07	0.000992	0.00105	0	6.05
6.08	0.001	0.00114	0	6.06
6.09	0.00101	0.00124	0	6.07
6.1	0.00103	0.00134	0	6.08
6.11	0.00104	0.00144	0	6.09
6.12	0.00106	0.00155	0	6.1
6.13	0.00107	0.00165	0	6.11
6.14	0.00109	0.00176	0	6.12
6.15	0.00111	0.00187	0	6.13
6.16	0.00113	0.00197	0	6.14
6.17	0.00115	0.00209	0	6.15
6.18	0.00117	0.0022	0	6.16
6.19	0.00119	0.00232	0	6.17
6.2	0.00121	0.00243	0	6.18
6.21	0.00124	0.00255	0	6.19
6.22	0.00127	0.00268	0	6.2
6.23	0.00129	0.0028	0	6.21
6.24	0.00132	0.00293	0	6.22
6.25	0.00135	0.00306	0	6.23
6.26	0.00138	0.0032	0	6.24
6.27	0.00142	0.00333	0	6.25
6.28	0.00145	0.00347	0	6.26
6.29	0.00149	0.00362	0	6.27
6.3	0.00152	0.00377	0	6.28
6.31	0.00156	0.00392	0	6.29
6.32	0.0016	0.00407	0	6.3
6.33	0.00164	0.00423	0	6.31
6.34	0.00169	0.00439	0	6.32
6.35	0.00173	0.00456	0	6.33
6.36	0.00178	0.00473	0	6.34
6.37	0.00182	0.00491	0	6.35
6.38	0.00182	-0.00491	-1	6.36
6.39	0.00178	-0.00473	0	6.37
6.4	0.00173	-0.00456	0	6.38
6.41	0.00169	-0.00439	0	6.39
6.42	0.00164	-0.00423	0	6.4
6.43	0.0016	-0.00407	0	6.41
6.44	0.00156	-0.00392	0	6.42
6.45	0.00152	-0.00377	0	6.43
6.46	0.00149	-0.00362	0	6.44
6.47	0.00145	-0.00347	0	6.45
6.48	0.00142	-0.00333	0	6.46
6.49	0.00138	-0.0032	0	6.47
6.5	0.00135	-0.00306	0	6.48
6.51	0.00132	-0.00293	0	6.49
6.52	0.00129	-0.0028	0	6.5
6.53	0.00127	-0.00268	0	6.51
6.54	0.00124	-0.00255	0	6.52
6.55	0.00121	-0.00243	0	6.53
6.56	0.00119	-0.00232	0	6.54
6.57	0.00117	-0.0022	0	6.55
6.58	0.00115	-0.00209	0	6.56
6.59	0.00113	-0.00198	0	6.57
6.6	0.00111	-0.00187	0	6.58
6.61	0.00109	-0.00176	0	6.59
6.62	0.00107	-0.00165	0	6.6
6.63	0.00106	-0.00155	0	6.61
6.64	0.00104	-0.00144	0	6.62
6.65	0.00103	-0.00134	0	6.63
6.66	0.00101	-0.00124	0	6.64
6.67	0.001	-0.00114	0	6.65
6.68	0.000992	-0.00105	0	6.66
6.69	0.000982	-0.00095	0	6.67
6.7	0.000973	-0.000854	0	6.68
6.71	0.000964	-0.000759	0	6.69
6.72	0.000957	-0.000665	0	6.7
6.73	0.000951	-0.000571	0	6.71
6.74	0.000946	-0.000478	0	6.72
6.75	0.000942	-0.000385	0	6.73
6.76	0.000938	-0.000293	0	6.74
6.77	0.000936	-0.000201	0	6.75
6.78	0.000934	-0.000109	0	6.76
6.79	0.000934	-1.79e-05	0	6.77
6.8	0.000934	7.37e-05	0	6.78
6.81	0.000935	0.000165	0	6.79
6.82	0.000937	0.000257	0	6.8
6.83	0.00094	0.000349	0	6.81
6.84	0.000944	0.000442	0	6.82
6.85	0.000949	0.000535	0	6.83
6.86	0.000955	0.000628	0	6.84
6.87	0.000962	0.000722	0	6.85
6.88	0.000969	0.000817	0	6.86
6.89	0.000978	0.000912	0	6.87
6.9	0.000988	0.00101	0	6.88
6.91	0.000998	0.00111	0	6.89
6.92	0.00101	0.0012	0	6.9
6.93	0.00102	0.0013	0	6.91
6.94	0.00104	0.0014	0	6.92
6.95	0.00105	0.00151	0	6.93
6.96	0.00107	0.00161	0	6.94
6.97	0.00108	0.00172	0	6.95
6.98	0.0011	0.00182	0	6.96
6.99	0.00112	0.00193	0	6.97
7	0.00114	0.00204	0	6.98
7.01	0.00116	0.00216	0	6.99
7.02	0.00118	0.00227	0	7
7.03	0.00121	0.00239	0	7.01
7.04	0.00123	0.00251	0	7.02
7.05	0.00126	0.00263	0	7.03
7.06	0.00128	0.00275	0	7.04
7.07	0.00131	0.00288	0	7.05
7.08	0.00134	0.00301	0	7.06
7.09	0.00137	0.00314	0	7.07
7.1	0.0014	0.00328	0	7.08
7.11	0.00144	0.00342	0	7.09
7.12	0.00147	0.00356	0	7.1
7.13	0.00151	0.00371	0	7.11
7.14	0.00155	0.00386	0	7.12
7.15	0.00158	0.00401	0	7.13
7.16	0.00163	0.00417	0	7.14
7.17	0.00167	0.00433	0	7.15
7.18	0.00171	0.0045	0	7.16
7.19	0.00176	0.00467	0	7.17
7.2	0.00181	0.00484	0	7.18
7.21	0.0018	-0.00498	-1	7.19
7.22	0.00176	-0.00481	0	7.2
7.23	0.00171	-0.00464	0	7.21
7.24	0.00166	-0.00447	0	7.22
7.25	0.00162	-0.00431	0	7.23
7.26	0.00158	-0.00415	0	7.24
7.27	0.00154	-0.004	0	7.25
7.28	0.0015	-0.00385	0	7.26
7.29	0.00146	-0.00371	0	7.27
7.3	0.00142	-0.00357	0	7.28
7.31	0.00139	-0.00343	0	7.29
7.32	0.00135	-0.00329	0	7.3
7.33	0.00132	-0.00316	0	7.31
7.34	0.00129	-0.00303	0	7.32
7.35	0.00126	-0.00291	0	7.33
7.36	0.00123	-0.00279	0	7.34
7.37	0.00121	-0.00267	0	7.35
7.38	0.00118	-0.00255	0	7.36
7.39	0.00115	-0.00244	0	7.37
7.4	0.00113	-0.00232	0	7.38
7.41	0.00111	-0.00221	0	7.39
7.42	0.00109	-0.00211	0	7.4
7.43	0.00107	-0.002	0	7.41
7.44	0.00105	-0.0019	0	7.42
7.45	0.00103	-0.0018	0	7.43
7.46	0.00101	-0.0017	0	7.44
7.47	0.000994	-0.0016	0	7.45
7.48	0.000979	-0.0015	0	7.46
7.49	0.000964	-0.0014	0	7.47
7.5	0.00095	-0.00131	0	7.48
7.51	0.000938	-0.00122	0	7.49
7.52	0.000926	-0.00113	0	7.5
7.53	0.000915	-0.00104	0	7.51
7.54	0.000905	-0.000947	0	7.52
7.55	0.000896	-0.000859	0	7.53
7.56	0.000888	-0.000771	0	7.54
7.57	0.000881	-0.000685	0	7.55
7.58	0.000874	-0.000599	0	7.56
7.59	0.000869	-0.000513	0	7.57
7.6	0.000864	-0.000428	0	7.58
7.61	0.00086	-0.000344	0	7.59
7.62	0.000857	-0.000259	0	7.6
7.63	0.000855	-0.000175	0	7.61
7.64	0.000854	-9.15e-05	0	7.62
7.65	0.000853	-7.74e-06	0	7.63
7.66	0.000854	7.6e-05	0	7.64
7.67	0.000855	0.00016	0	7.65
7.68	0.000857	0.000244	0	7.66
7.69	0.00086	0.000328	0	7.67
7.7	0.000863	0.000412	0	7.68
7.71	0.000868	0.000497	0	7.69
7.72	0.000873	0.000583	0	7.7
7.73	0.00088	0.000669	0	7.71
7.74	0.000887	0.000755	0	7.72
7.75	0.000895	0.000843	0	7.73
7.76	0.000904	0.000931	0	7.74
7.77	0.000913	0.00102	0	7.75
7.78	0.000924	0.00111	0	7.76
7.79	0.000936	0.0012	0	7.77
7.8	0.000948	0.00129	0	7.78
7.81	0.000961	0.00139	0	7.79
7.82	0.000976	0.00148	0	7.8
7.83	0.000991	0.00158	0	7.81
7.84	0.00101	0.00168	0	7.82
7.85	0.00102	0.00178	0	7.83
7.86	0.00104	0.00188	0	7.84
7.87	0.00106	0.00198	0	7.85
7.88	0.00108	0.00209	0	7.86
7.89	0.0011	0.00219	0	7.87
7.9	0.00113	0.0023	0	7.88
7.91	0.00115	0.00241	0	7.89
7.92	0.00117	0.00253	0	7.9
7.93	0.0012	0.00265	0	7.91
7.94	0.00123	0.00276	0	7.92
7.95	0.00126	0.00289	0	7.93
7.96	0.00129	0.00301	0	7.94
7.97	0.00132	0.00314	0	7.95
7.98	0.00135	0.00327	0	7.96
7.99	0.00138	0.0034	0	7.97
8	0.00142	0.00354	0	7.98
8.01	0.00145	0.00368	0	7.99
8.02	0.00149	0.00383	0	8
8.03	0.00153	0.00397	0	8.01
8.04	0.00157	0.00413	0	8.02
8.05	0.00161	0.00428	0	8.03
8.06	0.00165	0.00444	0	8.04
8.07	0.0017	0.00461	0	8.05
8.08	0.00175	0.00477	0	8.06
8.09	0.0018	0.00495	0	8.07
8.1	0.0018	-0.00487	-1	8.08
8.11	0.00175	-0.0047	0	8.09
8.12	0.0017	-0.00453	0	8.1
8.13	0.00166	-0.00437	0	8.11
8.14	0.00161	-0.00421	0	8.12
8.15	0.00157	-0.00405	0	8.13
8.16	0.00153	-0.0039	0	8.14
8.17	0.0015	-0.00375	0	8.15
8.18	0.00146	-0.0036	0	8.16
8.19	0.00142	-0.00346	0	8.17
8.2	0.00139	-0.00332	0	8.18
8.21	0.00136	-0.00319	0	8.19
8.22	0.00133	-0.00306	0	8.2
8.23	0.0013	-0.00293	0	8.21
8.24	0.00127	-0.0028	0	8.22
8.25	0.00124	-0.00268	0	8.23
8.26	0.00121	-0.00256	0	8.24
8.27	0.00119	-0.00244	0	8.25
8.28	0.00116	-0.00233	0	8.26
8.29	0.00114	-0.00221	0	8.27
8.3	0.00112	-0.0021	0	8.28
8.31	0.0011	-0.00199	0	8.29
8.32	0.00108	-0.00189	0	8.3
8.33	0.00106	-0.00178	0	8.31
8.34	0.00104	-0.00168	0	8.32
8.35	0.00103	-0.00158	0	8.33
8.36	0.00101	-0.00148	0	8.34
8.37	0.000999	-0.00138	0	8.35
8.38	0.000986	-0.00128	0	8.36
8.39	0.000973	-0.00119	0	8.37
8.4	0.000962	-0.00109	0	8.38
8.41	0.000951	-0.000997	0	8.39
8.42	0.000942	-0.000904	0	8.4
8.43	0.000933	-0.000812	0	8.41
8.44	0.000926	-0.00072	0	8.42
8.45	0.000919	-0.00063	0	8.43
8.46	0.000913	-0.00054	0	8.44
8.47	0.000908	-0.000451	0	8.45
8.48	0.000904	-0.000362	0	8.46
8.49	0.000901	-0.000273	0	8.47
8.5	0.000899	-0.000185	0	8.48
8.51	0.000897	-9.71e-05	0	8.49
8.52	0.000897	-9.09e-06	0	8.5
8.53	0.000897	7.89e-05	0	8.51
8.54	0.000898	0.000167	0	8.52
8.55	0.0009	0.000255	0	8.53
8.56	0.000903	0.000344	0	8.54
8.57	0.000907	0.000432	0	8.55
8.58	0.000912	0.000522	0	8.56
8.59	0.000918	0.000611	0	8.57
8.6	0.000924	0.000702	0	8.58
8.61	0.000932	0.000793	0	8.59
8.62	0.00094	0.000885	0	8.6
8.63	0.000949	0.000977	0	8.61
8.64	0.00096	0.00107	0	8.62
8.65	0.000971	0.00117	0	8.63
8.66	0.000983	0.00126	0	8.64
8.67	0.000996	0.00136	0	8.65
8.68	0.00101	0.00146	0	8.66
8.69	0.00103	0.00156	0	8.67
8.7	0.00104	0.00166	0	8.68
8.71	0.00106	0.00176	0	8.69
8.72	0.00108	0.00187	0	8.7
8.73	0.0011	0.00197	0	8.71
8.74	0.00112	0.00208	0	8.72
8.75	0.00114	0.00219	0	8.73
8.76	0.00116	0.0023	0	8.74
8.77	0.00118	0.00242	0	8.75
8.78	0.00121	0.00254	0	8.76
8.79	0.00123	0.00266	0	8.77
8.8	0.00126	0.00278	0	8.78
8.81	0.00129	0.0029	0	8.79
8.82	0.00132	0.00303	0	8.8
8.83	0.00135	0.00316	0	8.81
8.84	0.00138	0.0033	0	8.82
8.85	0.00142	0.00343	0	8.83
8.86	0.00145	0.00357	0	8.84
8.87	0.00149	0.00372	0	8.85
8.88	0.00153	0.00387	0	8.86
8.89	0.00157	0.00402	0	8.87
8.9	0.00161	0.00417	0	8.88
8.91	0.00165	0.00433	0	8.89
8.92	0.00169	0.0045	0	8.9
8.93	0.00174	0.00467	0	8.91
8.94	0.00179	0.00484	0	8.92
8.95	0.00179	-0.00499	-1	8.93
8.96	0.00174	-0.00481	0	8.94
8.97	0.00169	-0.00465	0	8.95
8.98	0.00164	-0.00448	0	8.96
8.99	0.0016	-0.00432	0	8.97
9	0.00156	-0.00417	0	8.98
9.01	0.00152	-0.00402	0	8.99
9.02	0.00148	-0.00387	0	9
9.03	0.00144	-0.00373	0	9.01
9.04	0.0014	-0.00359	0	9.02
9.05	0.00137	-0.00345	0	9.03
9.06	0.00133	-0.00332	0	9.04
9.07	0.0013	-0.00319	0	9.05
9.08	0.00127	-0.00306	0	9.06
9.09	0.00124	-0.00294	0	9.07
9.1	0.00121	-0.00282	0	9.08
9.11	0.00118	-0.0027	0	9.09
9.12	0.00116	-0.00259	0	9.1
9.13	0.00113	-0.00248	0	9.11
9.14	0.00111	-0.00237	0	9.12
9.15	0.00108	-0.00226	0	9.13
9.16	0.00106	-0.00216	0	9.14
9.17	0.00104	-0.00205	0	9.15
9.18	0.00102	-0.00195	0	9.16
9.19	0.001	-0.00185	0	9.17
9.2	0.000983	-0.00175	0	9.18
9.21	0.000966	-0.00166	0	9.19
9.22	0.00095	-0.00156	0	9.2
9.23	0.000935	-0.00147	0	9.21
9.24	0.000921	-0.00138	0	9.22
9.25	0.000907	-0.00129	0	9.23
9.26	0.000895	-0.0012	0	9.24
9.27	0.000883	-0.00112	0	9.25
9.28	0.000872	-0.00103	0	9.26
9.29	0.000863	-0.000945	0	9.27
9.3	0.000854	-0.000861	0	9.28
9.31	0.000845	-0.000777	0	9.29
9.32	0.000838	-0.000695	0	9.3
9.33	0.000832	-0.000613	0	9.31
9.34	0.000826	-0.000532	0	9.32
9.35	0.000821	-0.000451	0	9.33
9.36	0.000817	-0.000371	0	9.34
9.37	0.000813	-0.000291	0	9.35
9.38	0.000811	-0.000211	0	9.36
9.39	0.000809	-0.000132	0	9.37
9.4	0.000808	-5.22e-05	0	9.38
9.41	0.000808	2.7e-05	0	9.39
9.42	0.000809	0.000106	0	9.4
9.43	0.00081	0.000186	0	9.41
9.44	0.000813	0.000265	0	9.42
9.45	0.000816	0.000345	0	9.43
9.46	0.000819	0.000425	0	9.44
9.47	0.000824	0.000506	0	9.45
9.48	0.00083	0.000587	0	9.46
9.49	0.000836	0.000669	0	9.47
9.5	0.000843	0.000751	0	9.48
9.51	0.000851	0.000834	0	9.49
9.52	0.00086	0.000918	0	9.5
9.53	0.000869	0.001	0	9.51
9.54	0.00088	0.00109	0	9.52
9.55	0.000891	0.00118	0	9.53
9.56	0.000903	0.00126	0	9.54
9.57	0.000916	0.00135	0	9.55
9.58	0.00093	0.00144	0	9.56
9.59	0.000945	0.00154	0	9.57
9.6	0.000961	0.00163	0	9.58
9.61	0.000978	0.00172	0	9.59
9.62	0.000995	0.00182	0	9.6
9.63	0.00101	0.00192	0	9.61
9.64	0.00103	0.00202	0	9.62
9.65	0.00105	0.00212	0	9.63
9.66	0.00108	0.00223	0	9.64
9.67	0.0011	0.00233	0	9.65
9.68	0.00112	0.00244	0	9.66
9.69	0.00115	0.00255	0	9.67
9.7	0.00117	0.00267	0	9.68
9.71	0.0012	0.00278	0	9.69
9.72	0.00123	0.0029	0	9.7
9.73	0.00126	0.00303	0	9.71
9.74	0.00129	0.00315	0	9.72
9.75	0.00132	0.00328	0	9.73
9.76	0.00136	0.00341	0	9.74
9.77	0.00139	0.00354	0	9.75
9.78	0.00143	0.00368	0	9.76
9.79	0.00146	0.00382	0	9.77
9.8	0.0015	0.00397	0	9.78
9.81	0.00154	0.00412	0	9.79
9.82	0.00159	0.00427	0	9.8
9.83	0.00163	0.00443	0	9.81
9.84	0.00167	0.00459	0	9.82
9.85	0.00172	0.00476	0	9.83
9.86	0.00177	0.00493	0	9.84
9.87	0.00177	-0.00489	-1	9.85
9.88	0.00172	-0.00472	0	9.86
9.89	0.00168	-0.00456	0	9.87
9.9	0.00163	-0.00439	0	9.88
9.91	0.00159	-0.00424	0	9.89
9.92	0.00155	-0.00408	0	9.9
9.93	0.00151	-0.00393	0	9.91
9.94	0.00147	-0.00379	0	9.92
9.95	0.00143	-0.00365	0	9.93
9.96	0.00139	-0.00351	0	9.94
9.97	0.00136	-0.00337	0	9.95
9.98	0.00133	-0.00324	0	9.96
9.99	0.00129	-0.00311	0	9.97
10	0.00126	-0.00299	0	9.98
10	0.00124	-0.00286	0	9.99
10	0.00121	-0.00274	0	10
10	0.00118	-0.00263	0	10
10	0.00115	-0.00251	0	10
10	0.00113	-0.0024	0	10
10.1	0.00111	-0.00229	0	10
10.1	0.00108	-0.00218	0	10.1
10.1	0.00106	-0.00208	0	10.1
10.1	0.00104	-0.00197	0	10.1
10.1	0.00102	-0.00187	0	10.1
10.1	0.00101	-0.00177	0	10.1
10.1	0.000988	-0.00168	0	10.1
10.1	0.000972	-0.00158	0	10.1
10.1	0.000956	-0.00149	0	10.1
10.1	0.000942	-0.00139	0	10.1
10.2	0.000928	-0.0013	0	10.1
10.2	0.000916	-0.00121	0	10.2
10.2	0.000904	-0.00112	0	10.2
10.2	0.000893	-0.00103	0	10.2
10.2	0.000884	-0.000946	0	10.2
10.2	0.000875	-0.00086	0	10.2
10.2	0.000866	-0.000774	0	10.2
10.2	0.000859	-0.00069	0	10.2
10.2	0.000853	-0.000606	0	10.2
10.2	0.000847	-0.000522	0	10.2
10.3	0.000842	-0.000439	0	10.2
10.3	0.000838	-0.000357	0	10.3
10.3	0.000835	-0.000275	0	10.3
10.3	0.000833	-0.000193	0	10.3
10.3	0.000831	-0.000112	0	10.3
10.3	0.00083	-3e-05	0	10.3
10.3	0.00083	5.14e-05	0	10.3
10.3	0.000831	0.000133	0	10.3
10.3	0.000833	0.000215	0	10.3
10.3	0.000836	0.000296	0	10.3
10.4	0.000839	0.000379	0	10.3
10.4	0.000843	0.000461	0	10.4
10.4	0.000848	0.000544	0	10.4
10.4	0.000854	0.000628	0	10.4
10.4	0.000861	0.000712	0	10.4
10.4	0.000868	0.000796	0	10.4
10.4	0.000877	0.000882	0	10.4
10.4	0.000886	0.000969	0	10.4
10.4	0.000896	0.00106	0	10.4
10.4	0.000907	0.00114	0	10.4
10.5	0.000919	0.00123	0	10.4
10.5	0.000932	0.00132	0	10.5
10.5	0.000946	0.00142	0	10.5
10.5	0.00096	0.00151	0	10.5
10.5	0.000976	0.00161	0	10.5
10.5	0.000992	0.0017	0	10.5
10.5	0.00101	0.0018	0	10.5
10.5	0.00103	0.0019	0	10.5
10.5	0.00105	0.002	0	10.5
10.5	0.00107	0.00211	0	10.5
10.6	0.00109	0.00221	0	10.5
10.6	0.00111	0.00232	0	10.6
10.6	0.00114	0.00243	0	10.6
10.6	0.00116	0.00254	0	10.6
10.6	0.00119	0.00266	0	10.6
10.6	0.00121	0.00278	0	10.6
10.6	0.00124	0.0029	0	10.6
10.6	0.00127	0.00302	0	10.6
10.6	0.0013	0.00315	0	10.6
10.6	0.00134	0.00327	0	10.6
10.7	0.00137	0.00341	0	10.6
10.7	0.0014	0.00354	0	10.7
10.7	0.00144	0.00368	0	10.7
10.7	0.00148	0.00383	0	10.7
10.7	0.00152	0.00397	0	10.7
10.7	0.00156	0.00412	0	10.7
10.7	0.0016	0.00428	0	10.7
10.7	0.00164	0.00444	0	10.7
10.7	0.00169	0.0046	0	10.7
10.7	0.00173	0.00477	0	10.7
10.8	0.00178	0.00494	0	10.7
10.8	0.00178	-0.00488	-1	10.8
10.8	0.00173	-0.00471	0	10.8
10.8	0.00169	-0.00454	0	10.8
10.8	0.00164	-0.00438	0	10.8
10.8	0.0016	-0.00422	0	10.8
10.8	0.00156	-0.00407	0	10.8
10.8	0.00152	-0.00391	0	10.8
10.8	0.00148	-0.00377	0	10.8
10.8	0.00144	-0.00362	0	10.8
10.9	0.00141	-0.00348	0	10.8
10.9	0.00137	-0.00335	0	10.9
10.9	0.00134	-0.00321	0	10.9
10.9	0.00131	-0.00308	0	10.9
10.9	0.00128	-0.00296	0	10.9
10.9	0.00125	-0.00283	0	10.9
10.9	0.00122	-0.00271	0	10.9
10.9	0.0012	-0.00259	0	10.9
10.9	0.00117	-0.00248	0	10.9
10.9	0.00115	-0.00236	0	10.9
11	0.00112	-0.00225	0	10.9
11	0.0011	-0.00214	0	11
11	0.00108	-0.00204	0	11
11	0.00106	-0.00193	0	11
11	0.00104	-0.00183	0	11
11	0.00103	-0.00173	0	11
11	0.00101	-0.00163	0	11
11	0.000993	-0.00153	0	11
11	0.000978	-0.00143	0	11
11	0.000964	-0.00134	0	11
11.1	0.000951	-0.00124	0	11
11.1	0.000939	-0.00115	0	11.1
11.1	0.000928	-0.00106	0	11.1
11.1	0.000918	-0.000967	0	11.1
11.1	0.000909	-0.000877	0	11.1
11.1	0.000901	-0.000788	0	11.1
11.1	0.000893	-0.0007	0	11.1
11.1	0.000887	-0.000613	0	11.1
11.1	0.000881	-0.000526	0	11.1
11.1	0.000876	-0.00044	0	11.1
11.2	0.000872	-0.000355	0	11.1
11.2	0.000869	-0.000269	0	11.2
11.2	0.000867	-0.000184	0	11.2
11.2	0.000865	-9.91e-05	0	11.2
11.2	0.000865	-1.43e-05	0	11.2
11.2	0.000865	7.05e-05	0	11.2
11.2	0.000866	0.000155	0	11.2
11.2	0.000868	0.00024	0	11.2
11.2	0.000871	0.000326	0	11.2
11.2	0.000875	0.000411	0	11.2
11.3	0.000879	0.000497	0	11.2
11.3	0.000884	0.000584	0	11.3
