# t	p	dpdt	w	dwdt	ctrl	T	V
11.197	0.0180027	-0.00933219	-1.32413	1.24309	0	0.804371	196.168
11.2307	0.0180547	0.01243	-1.2844	1.1144	0	0.739977	196.168
11.2643	0.0188428	0.0346331	-1.24913	0.98425	0	0.681132	196.165
11.2979	0.0203957	0.0582096	-1.21834	0.849184	0	0.628177	196.159
11.3313	0.0227699	0.0840743	-1.19228	0.705936	0	0.582118	196.149
11.365	0.0260801	0.113449	-1.17112	0.549758	10	0.544329	196.133
11.3985	0.0266856	-0.0772082	-1.13679	1.4976	0	0.830817	196.13
11.4321	0.0246148	-0.0463495	-1.08916	1.33603	0	0.755591	196.141
11.4657	0.023548	-0.0174164	-1.04692	1.18151	0	0.688523	196.146
11.4992	0.0234371	0.0107758	-1.00985	1.02974	0	0.628734	196.146
11.5329	0.0242802	0.0395058	-0.977781	0.875847	0	0.57588	196.142
11.5665	0.0261135	0.0698362	-0.950976	0.716158	0	0.530843	196.133
11.6002	0.0290133	0.103012	-0.929693	0.546142	10	0.495106	196.117
11.6339	0.0293159	-0.0849723	-0.895492	1.48511	0	0.780702	196.116
11.6674	0.0270395	-0.0511651	-0.848576	1.31296	0	0.705694	196.128
11.7009	0.0258598	-0.0194391	-0.807328	1.14838	0	0.639846	196.134
11.7344	0.0257269	0.0114788	-0.771567	0.986772	0	0.582156	196.135
11.7681	0.0266391	0.0429701	-0.741137	0.822911	0	0.532307	196.13
11.8016	0.0286325	0.076157	-0.716334	0.652969	10	0.491333	196.12
11.8352	0.0280272	-0.112339	-0.678633	1.59315	0	0.806557	196.123
11.8689	0.0247934	-0.0805756	-0.627855	1.4283	0	0.72674	196.14
11.9023	0.0225776	-0.0521927	-0.5826	1.2759	0	0.6563	196.15
11.936	0.02127	-0.0257826	-0.542126	1.13042	0	0.592911	196.156
11.9697	0.0208306	-0.000412611	-0.506464	0.988694	0	0.536004	196.157
12.0033	0.0212426	0.0249581	-0.475543	0.846931	0	0.485272	196.156
12.0369	0.022518	0.0512603	-0.449521	0.701945	0	0.441166	196.15
12.0705	0.0247112	0.0796635	-0.428464	0.549294	0	0.404392	196.14
12.1041	0.0279073	0.111263	-0.412731	0.385105	10	0.376687	196.124
12.1377	0.0284748	-0.0773257	-0.384017	1.32552	0	0.616326	196.12
12.1712	0.0264409	-0.0444005	-0.34243	1.1566	0	0.550123	196.131
12.2049	0.0254757	-0.0131345	-0.30625	0.993488	0	0.492407	196.136
12.2383	0.0255469	0.0174086	-0.27569	0.833298	0	0.44295	196.136
12.2719	0.0266518	0.0487163	-0.250471	0.670235	0	0.40136	196.13
12.3054	0.0288343	0.0819646	-0.230833	0.500171	10	0.368693	196.118
12.3391	0.0284203	-0.106647	-0.198158	1.44141	0	0.641808	196.121
12.3727	0.0253888	-0.0743097	-0.152544	1.2745	0	0.569908	196.137
12.4063	0.0233908	-0.0449783	-0.112352	1.11849	0	0.507116	196.146
12.4398	0.0223465	-0.0175432	-0.0773738	0.969488	0	0.452012	196.151
12.4735	0.0222082	0.00929633	-0.0472219	0.822439	0	0.403462	196.152
12.5071	0.022976	0.0365034	-0.0220389	0.674075	0	0.361631	196.148
12.5407	0.0246794	0.0651691	-0.00193861	0.520462	0	0.327085	196.14
12.5743	0.0273806	0.0964007	0.0128241	0.357661	10	0.301151	196.126
12.6078	0.0274368	-0.0930407	0.0406444	1.30108	0	0.533581	196.126
12.6415	0.0248438	-0.0615795	0.0816422	1.13729	0	0.46926	196.139
12.6751	0.0232639	-0.0326058	0.1173	0.982499	0	0.413443	196.147
12.7087	0.0226344	-0.00505044	0.147742	0.833018	0	0.365086	196.15
12.7423	0.0229243	0.0223573	0.173241	0.68397	0	0.323448	196.148
12.7758	0.0241423	0.0505803	0.19363	0.532122	0	0.288946	196.143
12.8093	0.0263397	0.08087	0.208833	0.372734	10	0.262342	196.132
12.843	0.0258371	-0.11084	0.237402	1.32536	0	0.501552	196.135
12.8766	0.0226086	-0.081688	0.279348	1.16995	0	0.437374	196.15
12.9101	0.0203101	-0.0559508	0.316132	1.02713	0	0.381722	196.16
12.9437	0.0188318	-0.0324297	0.348327	0.892257	0	0.332662	196.165
12.9774	0.0181174	-0.0101568	0.376159	0.76177	0	0.28925	196.168
13.0109	0.0181419	0.0116243	0.399556	0.633245	0	0.25134	196.168
13.0444	0.0189004	0.0338333	0.418592	0.503259	0	0.218841	196.165
13.078	0.0204296	0.0574914	0.433245	0.36784	0	0.192044	196.159
13.1117	0.0228011	0.0835865	0.443247	0.223389	0	0.171983	196.149
13.1453	0.0260906	0.11295	0.448168	0.0673126	10	0.160471	196.133
13.179	0.0266701	-0.0783926	0.466449	1.01857	0	0.31279	196.13
13.2126	0.0245579	-0.0475578	0.497983	0.857044	0	0.263619	196.141
13.2463	0.0234477	-0.0186576	0.524205	0.702539	0	0.222523	196.146
13.2799	0.0232933	0.0094261	0.545246	0.551099	0	0.188702	196.147
13.3134	0.024085	0.0378921	0.561193	0.39827	0	0.161946	196.143
13.347	0.0258582	0.0679331	0.57194	0.239663	0	0.142842	196.134
13.3806	0.0286782	0.100659	0.577195	0.0714221	10	0.132874	196.119
13.4143	0.0288968	-0.0876201	0.595408	1.01126	0	0.284947	196.118
13.4479	0.0265178	-0.054292	0.626529	0.840719	0	0.235708	196.131
13.4815	0.0252212	-0.023225	0.65201	0.678474	0	0.195563	196.138
13.5151	0.024949	0.00700014	0.672168	0.519121	0	0.163239	196.139
13.5487	0.0256934	0.0374502	0.686934	0.359048	0	0.138697	196.135
13.5823	0.0274811	0.0693847	0.696235	0.193643	0	0.122489	196.126
13.6167	0.0304678	0.104982	0.699838	0.0138018	10	0.116111	196.109
13.6502	0.0308831	-0.0800867	0.715821	0.94062	0	0.249579	196.106
13.6838	0.0287999	-0.0442073	0.744409	0.760846	0	0.203446	196.119
13.7173	0.027891	-0.0102616	0.766984	0.588288	0	0.167261	196.124
13.751	0.0281133	0.0234957	0.783912	0.416084	0	0.139829	196.122
13.7846	0.0294778	0.0580667	0.79496	0.241131	0	0.121679	196.115
13.8181	0.0320355	0.0949381	0.800007	0.0579046	10	0.113955	196.099
13.8517	0.0321329	-0.0891253	0.817486	0.981981	0	0.259894	196.099
13.8852	0.0297746	-0.0520409	0.847292	0.798013	0	0.211293	196.113
13.9188	0.0286201	-0.0170122	0.871089	0.621435	0	0.173023	196.12
13.9523	0.0286254	0.0173251	0.889014	0.447369	0	0.144068	196.12
13.9859	0.0297932	0.0524219	0.901088	0.270467	0	0.124403	196.113
14.0197	0.0321826	0.0897659	0.907114	0.0852646	10	0.115177	196.098
14.0533	0.0321036	-0.0944747	0.925553	1.01033	0	0.26907	196.099
14.0869	0.0295598	-0.0574536	0.95638	0.826479	0	0.218843	196.114
14.1205	0.0282184	-0.0228044	0.981145	0.651292	0	0.179114	196.122
14.1541	0.0280213	0.0110551	1.00016	0.478775	0	0.14846	196.123
14.1878	0.0289683	0.0453751	1.01337	0.304574	0	0.126867	196.118
14.2215	0.0311001	0.0815583	1.02061	0.123598	10	0.115222	196.105
14.2551	0.0307254	-0.10393	1.04037	1.05291	0	0.280244	196.107
14.2887	0.0278348	-0.0687816	1.07273	0.875866	0	0.228356	196.124
14.3222	0.0260769	-0.0364642	1.09927	0.709163	0	0.186497	196.133
14.3557	0.025374	-0.00560172	1.12033	0.547712	0	0.153039	196.137
14.3892	0.0256968	0.0249634	1.13598	0.387453	0	0.127473	196.135
14.4226	0.0270545	0.0565145	1.14621	0.223643	0	0.109986	196.128
14.4563	0.0295215	0.0905589	1.15085	0.0504804	10	0.101688	196.115
14.4897	0.0294346	-0.0957767	1.16811	0.981705	0	0.245856	196.115
14.5233	0.0267979	-0.062085	1.19811	0.810037	0	0.198341	196.13
14.5568	0.0252426	-0.0308106	1.22256	0.646996	0	0.160013	196.137
14.5903	0.0247138	-0.000915723	1.24156	0.489176	0	0.129829	196.14
14.6238	0.0251824	0.0289886	1.2553	0.331247	0	0.107149	196.138
14.6574	0.026673	0.0601241	1.26371	0.168755	0	0.0923825	196.13
14.6908	0.0292342	0.0935504	1.26653	-0.000156349	10	0.0874584	196.116
14.7243	0.0292358	-0.0934544	1.28234	0.938931	0	0.221373	196.116
14.7579	0.0266711	-0.0599154	1.31095	0.767754	0	0.176158	196.13
14.7913	0.0251909	-0.0288856	1.3339	0.60582	0	0.140228	196.138
14.825	0.0247261	0.00116871	1.35161	0.447118	0	0.112056	196.14
14.8586	0.0252697	0.0312604	1.36399	0.288297	0	0.0915232	196.137
14.8922	0.0268401	0.0625661	1.37095	0.125159	0	0.0790723	196.129
14.9257	0.0294968	0.0963499	1.37241	-0.021736	10	0.0847195	196.115
14.9593	0.0295961	-0.0904039	1.3875	0.916598	0	0.212501	196.114
14.9928	0.0271412	-0.0563585	1.41534	0.743572	0	0.168293	196.128
15.0265	0.0257852	-0.0244989	1.43756	0.578323	0	0.133299	196.135
15.0602	0.0254812	0.00638441	1.45431	0.416584	0	0.106491	196.136
15.0937	0.0262144	0.037435	1.46558	0.254383	0	0.0876827	196.133
15.1273	0.0280106	0.0699778	1.47133	0.086804	0	0.077401	196.123
15.1609	0.0309531	0.105445	1.47163	-0.0463968	10	0.0928106	196.106
15.1945	0.0313865	-0.0795383	1.4858	0.885704	0	0.213072	196.103
15.2282	0.0293309	-0.0430108	1.51253	0.703543	0	0.169747	196.116
15.2618	0.0284722	-0.00829604	1.5332	0.528045	0	0.13653	196.12
15.2953	0.0287683	0.0260219	1.54799	0.354074	0	0.112563	196.119
15.3288	0.0302284	0.0613788	1.5569	0.176351	10	0.0980553	196.11
15.3624	0.0291588	-0.125345	1.57847	1.10987	0	0.278378	196.117
15.396	0.025513	-0.0925387	1.61286	0.941336	0	0.22467	196.136
15.4295	0.0229064	-0.0635078	1.64179	0.786555	0	0.180843	196.149
15.4631	0.0212226	-0.0369429	1.66577	0.640536	0	0.144674	196.156
15.4969	0.0204031	-0.0118001	1.68499	0.499517	0	0.115054	196.159
15.5305	0.02042	0.0128087	1.69947	0.360539	0	0.0916026	196.159
15.5642	0.0212712	0.0379331	1.70925	0.219702	0	0.0742656	196.156
15.5977	0.0229833	0.0644975	1.71419	0.0738267	0	0.0636385	196.148
15.6313	0.0256262	0.0936538	1.71443	-0.0366937	10	0.0747094	196.136
15.6649	0.0255443	-0.0985416	1.72941	0.922446	0	0.201624	196.136
15.6985	0.0227278	-0.0695038	1.75779	0.767476	0	0.158953	196.149
15.7322	0.0208353	-0.043243	1.78118	0.622491	0	0.124172	196.157
15.7658	0.0197959	-0.0187851	1.79977	0.484132	0	0.0960692	196.162
15.7995	0.0195637	0.00494262	1.81378	0.348354	0	0.073873	196.162
15.8331	0.0201281	0.0287984	1.8232	0.212261	0	0.0575198	196.16
15.8666	0.0215099	0.0538157	1.82799	0.0719614	0	0.0472965	196.155
15.9002	0.0237614	0.0809679	1.82828	-0.0313161	0	0.0559579	196.145
15.9336	0.0269661	0.111304	1.82625	-0.0922789	10	0.0875004	196.129
15.9673	0.0275063	-0.0791151	1.83928	0.860648	0	0.197727	196.126
16.0009	0.0253892	-0.0473341	1.8654	0.695778	0	0.15697	196.137
16.0344	0.0243055	-0.0175176	1.88608	0.538112	0	0.124635	196.142
16.0681	0.0242077	0.0116811	1.90156	0.382536	0	0.0997165	196.143
16.1016	0.0250916	0.0412453	1.91176	0.225812	0	0.0822999	196.138
16.1351	0.0269949	0.0725208	1.91663	0.0628089	0	0.0729755	196.129
16.1688	0.0300037	0.106817	1.91638	-0.0563312	10	0.0917872	196.112
16.2025	0.0304564	-0.0798302	1.93037	0.882583	0	0.210456	196.109
16.2361	0.0283748	-0.044497	1.95702	0.704839	0	0.167636	196.121
16.2697	0.0274454	-0.0108758	1.97785	0.533167	0	0.134344	196.126
16.3033	0.0276349	0.0222017	1.99291	0.363615	0	0.109927	196.125
16.337	0.0289503	0.0562465	2.00225	0.190459	10	0.0944204	196.118
16.3705	0.02769	-0.131773	2.02431	1.12824	0	0.279293	196.125
16.404	0.0237992	-0.100891	2.05941	0.966716	0	0.225766	196.144
16.4377	0.0208673	-0.0740122	2.08942	0.81957	0	0.18163	196.157
16.4712	0.0187904	-0.0501937	2.11462	0.683642	0	0.145012	196.165
16.5047	0.0174767	-0.0284161	2.13537	0.555147	0	0.114487	196.17
16.5382	0.0168724	-0.00783707	2.15186	0.431123	0	0.0893281	196.172
16.5718	0.0169505	0.012504	2.16427	0.307776	0	0.0690543	196.172
16.6053	0.0177162	0.033322	2.1725	0.182767	0	0.0538323	196.169
16.6389	0.0192044	0.0555378	2.17647	0.0525747	0	0.0440421	196.164
16.6725	0.0214715	0.0799781	2.17647	-0.0309766	0	0.0545852	196.155
16.7061	0.0246116	0.107658	2.17461	-0.082109	10	0.0842619	196.141
16.7396	0.024992	-0.0848838	2.18803	0.877513	0	0.197715	196.139
16.7732	0.0226266	-0.0562293	2.21493	0.723919	0	0.15707	196.15
16.8068	0.0211843	-0.0298722	2.23681	0.578686	0	0.123975	196.156
16.8404	0.0206051	-0.00477941	2.25385	0.438144	0	0.0974377	196.158
16.8739	0.0208613	0.0201122	2.2662	0.298348	0	0.076998	196.157
16.9075	0.0219658	0.0458647	2.27384	0.155337	0	0.0627982	196.153
16.9412	0.0239689	0.0735348	2.27656	0.00526903	0	0.0556383	196.144
16.9749	0.0269516	0.104198	2.27557	-0.0614499	10	0.0850465	196.129
17.0085	0.0272552	-0.0860757	2.2896	0.890539	0	0.203772	196.127
17.0421	0.024897	-0.0547316	2.31675	0.727239	0	0.161675	196.139
17.0756	0.0235546	-0.0256941	2.3385	0.572459	0	0.128023	196.146
17.1091	0.0231643	0.00230962	2.35514	0.421427	0	0.101626	196.147
17.1426	0.0237111	0.0304268	2.36673	0.269948	0	0.0821831	196.145
17.1762	0.0252246	0.0598734	2.3732	0.113481	0	0.0701004	196.138
17.2097	0.02775	0.0915716	2.3744	-0.0259814	10	0.0747118	196.124
17.2434	0.0276373	-0.0982858	2.38961	0.924877	0	0.203599	196.125
17.2769	0.0248759	-0.0667598	2.41788	0.760971	0	0.159915	196.139
17.3105	0.0231244	-0.0379261	2.44082	0.606816	0	0.124876	196.148
17.3441	0.022312	-0.0106146	2.4587	0.458159	0	0.0971292	196.151
17.3777	0.0224073	0.0163016	2.47163	0.310873	0	0.0760764	196.151
17.4113	0.023412	0.0438069	2.47956	0.161578	0	0.0618546	196.146
17.4447	0.0253616	0.0730249	2.48239	0.00616188	10	0.0551466	196.137
17.4784	0.0245765	-0.119888	2.49868	0.962987	0	0.192108	196.141
17.512	0.0210155	-0.092449	2.52853	0.813797	0	0.148842	196.157
17.5457	0.0183094	-0.0687396	2.55363	0.678071	0	0.113721	196.167
17.5793	0.0163562	-0.0478782	2.57429	0.552795	0	0.0851402	196.174
17.613	0.0150675	-0.028929	2.59089	0.434371	0	0.061884	196.178
17.6465	0.0143963	-0.0112265	2.60355	0.320664	0	0.0434162	196.18
17.6802	0.01431	0.0060776	2.61245	0.208244	0	0.0292824	196.18
17.7137	0.0148047	0.0235533	2.61754	0.0954107	0	0.0195423	196.178
17.7472	0.0158989	0.0419798	2.61884	-0.00564993	0	0.016692	196.175
17.7808	0.017643	0.0621642	2.61827	-0.0295603	0	0.0317753	196.169
17.8144	0.0201048	0.0848662	2.61675	-0.0626141	0	0.052928	196.16
17.8479	0.0233713	0.110906	2.61393	-0.107941	10	0.0815365	196.146
17.8816	0.0238184	-0.0843047	2.62675	0.863025	0	0.189774	196.144
17.9152	0.0214509	-0.0570912	2.65323	0.714716	0	0.150366	196.155
17.9487	0.0199594	-0.0322603	2.67482	0.575192	0	0.118164	196.161
17.9823	0.0192746	-0.00868759	2.69185	0.440145	0	0.0920124	196.164
18.0158	0.0193718	0.0145082	2.70436	0.306519	0	0.0715642	196.163
18.0495	0.0202613	0.0384326	2.7124	0.169959	0	0.0567804	196.16
18.0832	0.021978	0.0638866	2.71576	0.0279232	0	0.0483778	196.153
18.1168	0.0245872	0.0918855	2.71512	-0.048856	10	0.0677911	196.141
18.1502	0.0244411	-0.100649	2.72961	0.910278	0	0.190671	196.141
18.1838	0.0215368	-0.0730547	2.75761	0.760666	0	0.149378	196.154
18.2174	0.0195038	-0.0483752	2.7808	0.621549	0	0.115632	196.163
18.2509	0.0182675	-0.0257361	2.79939	0.490013	0	0.0882499	196.167
18.2844	0.017769	-0.00410043	2.81367	0.362043	0	0.0663224	196.169
18.318	0.017992	0.0174182	2.82369	0.234387	0	0.0495773	196.168
18.3516	0.0189466	0.0396282	2.82939	0.104255	0	0.0382048	196.165
18.3852	0.0206724	0.0634559	2.83067	-0.0162807	0	0.0362808	196.158
18.4189	0.0232521	0.0899725	2.82936	-0.0629692	10	0.0604754	196.147
18.4526	0.0229922	-0.105465	2.84367	0.908381	0	0.181956	196.148
18.4862	0.0198944	-0.0797079	2.87173	0.765407	0	0.141762	196.161
18.5199	0.0175974	-0.0570951	2.89527	0.63365	0	0.108739	196.17
18.5534	0.0160268	-0.0369077	2.91444	0.510942	0	0.0817847	196.175
18.5868	0.0151076	-0.0182629	2.92956	0.393972	0	0.059926	196.178
18.6203	0.0147975	-0.000341994	2.94082	0.279601	0	0.0426158	196.179
18.6539	0.0150885	0.0176861	2.9483	0.164512	0	0.0296503	196.178
18.6875	0.0159932	0.0363801	2.95187	0.0471482	0	0.0213178	196.175
18.721	0.0175432	0.0564928	2.95193	-0.0208185	0	0.0274491	196.17
18.7547	0.0198149	0.0789935	2.95071	-0.0530745	0	0.0471822	196.161
18.7883	0.022892	0.104679	2.94823	-0.0969214	10	0.0741722	196.149
18.8219	0.0231284	-0.0905604	2.96136	0.873275	0	0.185195	196.148
18.8555	0.0205365	-0.0643245	2.98823	0.728542	0	0.145889	196.159
18.8891	0.0187775	-0.0406625	3.01042	0.59308	0	0.113546	196.165
18.9227	0.0177831	-0.01863	3.02819	0.46348	0	0.0870853	196.169
18.9563	0.0175149	0.00260617	3.04163	0.33686	0	0.0659901	196.17
18.9898	0.017956	0.0238563	3.05079	0.210399	0	0.0501125	196.168
19.0234	0.0191273	0.0461506	3.05568	0.0799658	0	0.039575	196.164
19.0568	0.0210682	0.0702293	3.05636	-0.017147	0	0.0446675	196.156
19.0903	0.0238585	0.0971202	3.055	-0.065607	10	0.0712109	196.144
19.1238	0.0238663	-0.0966505	3.06906	0.898641	0	0.190252	196.144
19.1575	0.0210785	-0.0695929	3.09678	0.750824	0	0.149525	196.156
19.1909	0.0191601	-0.0455018	3.11958	0.614064	0	0.116352	196.164
19.2246	0.0180091	-0.0230911	3.13804	0.483064	0	0.0890644	196.168
19.2583	0.0175944	-0.00162996	3.15214	0.35553	0	0.06723	196.17
19.2917	0.0178946	0.0196343	3.16193	0.22901	0	0.0506832	196.169
19.3253	0.0189235	0.0417942	3.16745	0.0990103	0	0.0394085	196.165
19.3589	0.0207196	0.0656078	3.16864	-0.0117227	0	0.0400437	196.158
19.3923	0.023344	0.0919586	3.1675	-0.0582751	10	0.0650018	196.147
19.4259	0.0231611	-0.102891	3.18189	0.910365	0	0.187114	196.147
19.4594	0.0201574	-0.0769119	3.20996	0.766657	0	0.146612	196.16
19.493	0.0179689	-0.0540199	3.23343	0.634112	0	0.113339	196.168
19.5264	0.0165128	-0.0333752	3.25253	0.509879	0	0.0860664	196.173
19.5599	0.0157208	-0.0140145	3.26762	0.390158	0	0.0638183	196.176
19.5934	0.0155661	0.00472845	3.2787	0.272815	0	0.0463182	196.176
19.6269	0.0160402	0.0236865	3.28586	0.154626	0	0.0334089	196.175
19.6604	0.0171644	0.0436187	3.28902	0.0328555	0	0.0253513	196.171
19.694	0.0189889	0.0653643	3.28881	-0.0261693	0	0.0362607	196.165
19.7275	0.021576	0.089673	3.28731	-0.0652216	10	0.059363	196.154
19.761	0.0212813	-0.107292	3.30158	0.911051	0	0.180718	196.156
19.7946	0.0180877	-0.0836494	3.32985	0.775762	0	0.14144	196.168
19.8281	0.0156316	-0.0634181	3.35376	0.652922	0	0.109079	196.176
19.8617	0.0138048	-0.0457077	3.37376	0.539113	0	0.0821884	196.181
19.8952	0.0125415	-0.029878	3.39004	0.432213	0	0.060021	196.185
19.9288	0.0117865	-0.0152425	3.40282	0.329596	0	0.0419777	196.186
19.9624	0.0115109	-0.00121677	3.4122	0.229161	0	0.0277828	196.187
19.996	0.0117041	0.0127556	3.41822	0.128934	0	0.0173483	196.187
20.0296	0.0123738	0.0272491	3.42084	0.0268042	0	0.0107416	196.185
20.0631	0.0135439	0.0428107	3.42079	-0.00987872	0	0.0166898	196.182
20.0968	0.0152713	0.0601807	3.42025	-0.0234914	0	0.0308664	196.177
20.1305	0.0176251	0.0800237	3.41911	-0.0460326	0	0.0504709	196.17
20.1641	0.020694	0.103085	3.41702	-0.0803376	10	0.0766962	196.158
20.1976	0.0208442	-0.0940777	3.43075	0.895897	0	0.192891	196.157
20.2311	0.0180899	-0.0707076	3.45852	0.761625	0	0.15366	196.168
20.2647	0.0160689	-0.0501899	3.48196	0.637691	0	0.120842	196.175
20.2981	0.0147017	-0.0317345	3.50135	0.521331	0	0.0933837	196.179
20.3316	0.0139298	-0.0145815	3.51691	0.409766	0	0.0705778	196.181
20.3652	0.0137203	0.00207042	3.52884	0.299763	0	0.051947	196.182
20.3987	0.0140684	0.0187635	3.53705	0.189736	0	0.0375597	196.181
20.4324	0.0149903	0.0362639	3.54154	0.0766467	0	0.0274986	196.178
20.4659	0.0165174	0.0551746	3.54227	-0.0163509	0	0.0269813	196.173
20.4994	0.0187133	0.0763128	3.54128	-0.0438576	0	0.0459091	196.166
20.533	0.0216764	0.100603	3.53919	-0.0826552	10	0.0717136	196.154
20.5667	0.021738	-0.0969389	3.55301	0.896901	0	0.188712	196.154
20.6005	0.0188914	-0.072417	3.58089	0.75817	0	0.149016	196.165
20.6342	0.0168206	-0.0508652	3.60426	0.630242	0	0.116124	196.172
20.6678	0.0154401	-0.0314124	3.62344	0.50999	0	0.0888445	196.177
20.7015	0.0146909	-0.0132394	3.63866	0.394381	0	0.0664148	196.179
20.7351	0.0145421	0.00435484	3.65	0.280984	0	0.0485072	196.179
20.7687	0.0149853	0.0221205	3.65753	0.166978	0	0.0350009	196.178
20.8022	0.0160355	0.0407466	3.66118	0.0499435	0	0.0261138	196.175
20.8357	0.0177353	0.0610165	3.66133	-0.0185502	0	0.0328927	196.169
20.8693	0.0201545	0.0837582	3.66018	-0.0518485	10	0.0542655	196.16
20.9029	0.0196191	-0.115673	3.67511	0.934219	0	0.18165	196.162
20.9366	0.0160977	-0.0941495	3.70438	0.806453	0	0.142674	196.175
20.9702	0.0132407	-0.0765025	3.72953	0.69288	0	0.110562	196.183
21.0038	0.0109233	-0.0619676	3.75105	0.590755	0	0.0839234	196.188
21.0373	0.00905154	-0.0499579	3.76937	0.503433	0	0.0637549	196.192
21.0708	0.00755123	-0.0400015	3.78497	0.431034	0	0.0492199	196.194
21.1044	0.00635279	-0.0316368	3.79839	0.370207	0	0.0385404	196.196
21.1379	0.00541361	-0.0245653	3.80992	0.318781	0	0.030603	196.197
21.1714	0.00469536	-0.0185016	3.81983	0.274684	0	0.0245932	196.198
21.2049	0.00416681	-0.0131848	3.82836	0.236018	0	0.0199285	196.198
21.2385	0.00380555	-0.00838132	3.8357	0.201085	0	0.0162003	196.199
21.2721	0.00359966	-0.00392506	3.8419	0.168676	0	0.0131542	196.199
21.3056	0.00354018	0.000362225	3.84703	0.137496	0	0.0105984	196.199
21.3392	0.00362496	0.00468845	3.85113	0.106034	0	0.00839205	196.199
21.3728	0.00385722	0.00919166	3.85415	0.0732837	0	0.00649301	196.199
21.4063	0.00424458	0.0140487	3.85602	0.0379607	0	0.0048994	196.198
21.4399	0.00480639	0.0195001	3.85664	-0.000929088	0	0.00373056	196.198
21.4734	0.0055632	0.0257392	3.85661	-0.000929088	0	0.00652991	196.197
21.5069	0.00654362	0.033006	3.85658	-0.000929088	0	0.0107717	196.196
21.5406	0.00779514	0.0416499	3.85655	-0.000929088	0	0.0171929	196.194
21.5742	0.00936193	0.0519739	3.85652	-0.000929088	0	0.0268202	196.191
21.6077	0.0113054	0.0643835	3.85649	-0.000932488	0	0.0412127	196.187
21.6413	0.0137186	0.079471	3.8564	-0.00623698	0	0.0611954	196.182
21.6748	0.0166764	0.0977006	3.85594	-0.0231921	10	0.0866876	196.173
21.7084	0.016548	-0.105372	3.87203	0.975791	0	0.223497	196.173
21.7421	0.0133169	-0.0873898	3.90288	0.860943	0	0.183118	196.183
21.7757	0.0106316	-0.0729784	3.93006	0.759427	0	0.148785	196.189
21.8092	0.0083842	-0.0615591	3.95408	0.676399	0	0.122981	196.193
21.8428	0.00647197	-0.0526125	3.97567	0.611345	0	0.104584	196.196
21.8764	0.00482406	-0.0458114	3.99534	0.561888	0	0.0916693	196.198
21.91	0.00337401	-0.04088	4.01356	0.526025	0	0.0828831	196.199
21.9436	0.00205801	-0.0376042	4.03083	0.502203	0	0.0773154	196.2
21.9772	0.000827326	-0.0358659	4.04747	0.489561	0	0.074448	196.2
22.0108	-0.000367977	-0.0355895	4.06384	0.487051	0	0.0738009	196.2
22.0444	-0.0015806	-0.0367641	4.08022	0.487051	0	0.0723625	196.2
22.078	-0.00285511	-0.0394325	4.09657	0.487051	0	0.0691974	196.199
22.1116	-0.00424522	-0.0437024	4.11291	0.487051	0	0.064429	196.198
22.1451	-0.00580651	-0.049742	4.12924	0.487051	0	0.0583071	196.197
22.1787	-0.00760842	-0.0578226	4.14561	0.487051	0	0.051258	196.194
22.2123	-0.00971969	-0.0682548	4.16198	0.487051	0	0.0440896	196.191
22.2459	-0.0122233	-0.0814449	4.17833	0.487819	0	0.0383052	196.185
22.2796	-0.0152342	-0.097998	4.1949	0.498433	0	0.0373165	196.177
22.313	-0.0188466	-0.118425	4.21196	0.523368	0	0.043022	196.165
22.3467	-0.0232504	-0.143791	4.23027	0.565909	0	0.0574951	196.147
22.3804	-0.0285906	-0.174917	4.2503	0.629421	0	0.0836474	196.12
22.414	-0.0350877	-0.213055	4.27286	0.718302	0	0.125927	196.079
22.4476	-0.0429988	-0.259662	4.2989	0.83771	-10	0.190928	196.019
22.4812	-0.0489009	-0.0927012	4.31088	-0.106541	0	0.131637	195.965
22.5148	-0.053027	-0.153599	4.31127	0.108635	-10	0.175766	195.924
22.5484	-0.0555521	0.00290232	4.3009	-0.71822	0	0.275471	195.897
22.5819	-0.0565707	-0.0638743	4.28169	-0.427212	-10	0.250157	195.886
22.6155	-0.0561424	0.0895189	4.2538	-1.23679	0	0.479273	195.891
22.649	-0.0542498	0.023767	4.21718	-0.949468	0	0.411337	195.911
22.6825	-0.0545382	-0.041038	4.19012	-0.665544	0	0.36955	195.908
22.716	-0.0570205	-0.107485	4.17263	-0.375732	-10	0.354455	195.881
22.7498	-0.0580629	0.0455096	4.14626	-1.18553	0	0.578277	195.869
22.7833	-0.0576935	-0.0234052	4.11152	-0.886847	-10	0.520941	195.874
22.817	-0.0559099	0.129889	4.06811	-1.69677	0	0.871984	195.893
22.8505	-0.0526483	0.065196	4.01599	-1.41325	0	0.772969	195.928
22.8842	-0.0515069	0.0028024	3.97304	-1.13773	0	0.699283	195.94
22.9178	-0.0524574	-0.0594531	3.93936	-0.862731	-10	0.6496	195.93
22.9515	-0.0517848	0.0996232	3.8964	-1.69406	0	1.00349	195.937
22.985	-0.0494643	0.0392212	3.84412	-1.42594	0	0.910261	195.96
23.0185	-0.0491359	-0.0195312	3.80078	-1.16382	-10	0.839584	195.963
23.0521	-0.0470378	0.144731	3.74735	-2.01463	0	1.27675	195.983
23.0857	-0.0430971	0.0908716	3.68389	-1.77007	0	1.163	196.018
23.1192	-0.0408985	0.0406277	3.62842	-1.5385	0	1.06853	196.036
