# t	p	dpdt	w	dwdt	ctrl	T	V
10.9102	0.00707643	0.0264079	-0.091117	-0.00488686	20	0.0064707	196.195
10.9439	0.00053358	-0.41639	-0.0546206	2.17276	-20	0.711435	196.2
10.9774	-0.0059918	0.0255503	-0.0198559	-0.0910108	0	0.00178256	196.196
11.011	-0.00525056	0.0187911	-0.0220663	-0.0418563	0	0.00134857	196.197
11.0447	-0.0047199	0.0127597	-0.0227257	0.00123432	0	0.00169193	196.198
11.0784	-0.00438394	0.00726631	-0.0226841	0.00123432	0	0.000564707	196.198
11.1119	-0.00422761	0.00209277	-0.0226427	0.00123432	20	5.49672e-05	196.198
11.148	-0.0129563	-0.487903	0.020284	2.38547	20	0.855129	196.184
11.1885	-0.0442372	-1.06319	0.172416	5.14827	-20	4.00837	196.008
11.2221	-0.0735621	-0.687774	0.311095	3.12646	0	1.52852	195.669
11.2557	-0.0982239	-0.78501	0.420809	3.42105	-20	1.90892	195.254
11.2894	-0.119393	-0.477129	0.506056	1.66156	0	0.646412	194.803
11.323	-0.137801	-0.621804	0.569426	2.12065	-20	1.11532	194.34
11.3566	-0.154343	-0.366629	0.614369	0.570461	-20	0.696506	193.868
11.3901	-0.162654	-0.131171	0.60942	-0.834336	-20	0.986904	193.61
11.4237	-0.163215	0.0975755	0.558878	-2.17785	-20	1.86515	193.592
11.4572	-0.156052	0.331349	0.463076	-3.54161	0	3.35956	193.816
11.4907	-0.147836	0.160922	0.355444	-2.89482	-20	3.02491	194.06
11.5242	-0.138178	0.417684	0.234175	-4.34917	0	4.95096	194.33
11.5577	-0.126732	0.267389	0.0982783	-3.7694	-20	4.53032	194.627
11.5912	-0.112975	0.556711	-0.0544179	-5.35268	0	7.01383	194.949
11.6247	-0.0963749	0.436969	-0.225659	-4.87817	-20	6.51066	195.29
11.6583	-0.0761152	0.774028	-0.419	-6.65057	0	9.78644	195.632
11.6919	-0.0514435	0.701262	-0.636688	-6.34246	0	9.27506	195.94
11.7422	-0.0178969	0.641276	-0.947805	-6.05358	0	8.74196	196.169
11.7921	0.0137502	0.637699	-1.24717	-5.9945	0	8.54099	196.181
11.8257	0.0356224	0.666485	-1.44954	-6.04826	0	8.44775	196.076
11.8596	0.0590579	0.72156	-1.65665	-6.19518	0	8.46603	195.858
11.9012	0.0910918	0.82659	-1.92016	-6.50587	20	8.69044	195.387
11.9433	0.117495	0.434633	-2.14671	-4.27819	20	4.56916	194.847
11.9932	0.128587	0.0139753	-2.2984	-1.81535	20	1.71383	194.58
12.027	0.124345	-0.266496	-2.33191	-0.166299	20	0.901315	194.685
12.0609	0.11034	-0.562712	-2.31023	1.45427	0	1.0762	195.007
12.1026	0.0899656	-0.420162	-2.26181	0.886017	0	0.714065	195.407
12.1446	0.0748952	-0.299551	-2.23517	0.391581	20	0.513762	195.65
12.1945	0.0465738	-0.846807	-2.14657	3.20265	-20	1.97581	195.987
12.2282	0.0263029	-0.357321	-2.07977	0.765106	0	0.505572	196.132
12.2622	0.0146251	-0.332657	-2.0563	0.625797	0	0.489383	196.179
12.3124	-0.00165911	-0.321136	-2.02777	0.543566	0	0.495554	196.2
12.3458	-0.012482	-0.329528	-2.00963	0.543804	0	0.531797	196.185
12.3792	-0.0238088	-0.351045	-1.99112	0.572609	-20	0.608843	196.144
12.4125	-0.0286446	0.0602037	-2.00703	-1.50306	20	0.916988	196.12
12.4464	-0.0348313	-0.426687	-2.01701	0.893806	-20	0.735433	196.081
12.4802	-0.0424558	-0.0259096	-2.02199	-1.15897	20	0.865488	196.023
12.53	-0.0621773	-0.770668	-1.99005	2.42091	-20	1.71428	195.821
12.5635	-0.0819838	-0.415665	-1.94171	0.481581	-20	1.05731	195.541
12.5977	-0.0903316	-0.0751061	-1.95675	-1.33428	-20	1.43479	195.4
12.648	-0.0816427	0.423957	-2.08959	-3.96204	20	3.73461	195.546
12.6978	-0.0801422	-0.363409	-2.19198	-0.152602	-20	1.55458	195.57
12.7313	-0.0866362	-0.0255284	-2.22692	-1.92471	-20	2.2398	195.464
12.7652	-0.0817427	0.315162	-2.3225	-3.71311	0	3.91093	195.545
12.7987	-0.0727532	0.224666	-2.44019	-3.33849	0	3.64252	195.681
12.8493	-0.0645314	0.102475	-2.59595	-2.82311	-20	3.33369	195.792
12.8992	-0.0456811	0.659856	-2.80721	-5.67217	0	7.0939	195.995
12.9327	-0.0242757	0.619175	-2.99415	-5.47686	0	6.77105	196.142
12.9666	-0.0036863	0.602709	-3.17728	-5.37464	0	6.563	196.199
13.0169	0.026952	0.623024	-3.44801	-5.39537	20	6.45122	196.129
13.067	0.0430405	0.0253784	-3.63863	-2.24371	0	2.54771	196.018
13.1005	0.0447624	0.0777904	-3.71611	-2.38446	20	2.44641	196.003
13.1341	0.0407827	-0.315323	-3.76131	-0.298982	-20	1.42024	196.037
13.168	0.0385034	0.180304	-3.81145	-2.66204	20	2.30415	196.055
13.2184	0.0325103	-0.420181	-3.86608	0.480584	-20	1.08524	196.096
13.2686	0.029463	0.298043	-3.9297	-2.99084	20	2.24408	196.115
13.3019	0.0326408	-0.106769	-3.99398	-0.866155	20	0.896336	196.095
13.3353	0.0222942	-0.516178	-3.98798	1.21207	-20	0.970456	196.151
13.369	0.0128216	-0.047594	-3.98675	-1.10803	20	0.90883	196.184
13.4029	0.00376915	-0.488104	-3.98633	1.11432	-20	0.889789	196.199
13.4533	-0.00397306	0.178469	-4.01491	-2.20548	20	1.41936	196.198
13.5035	-0.012006	-0.500577	-4.0396	1.19627	-20	0.897733	196.186
13.5369	-0.0216201	-0.0771647	-4.0361	-0.95472	20	0.855477	196.154
13.5704	-0.0321166	-0.552459	-4.02898	1.36422	-20	1.06257	196.099
13.6069	-0.0443336	-0.118397	-4.02091	-0.885211	0	0.989972	196.007
13.654	-0.0517354	-0.19844	-4.05427	-0.526162	-20	0.963135	195.937
13.6879	-0.051941	0.18628	-4.1054	-2.48509	20	1.89443	195.935
13.7383	-0.0616867	-0.575216	-4.13696	1.20368	-20	1.34136	195.827
13.7743	-0.0753977	-0.190959	-4.13125	-0.846311	-20	1.40319	195.643
13.8216	-0.0728095	0.301298	-4.23175	-3.40662	0	3.19584	195.68
13.8552	-0.0640739	0.220348	-4.34038	-3.06545	0	2.95754	195.797
13.8892	-0.0578451	0.146944	-4.43926	-2.75018	0	2.76207	195.872
13.9225	-0.0540625	0.0807224	-4.52608	-2.46154	0	2.60406	195.913
13.9559	-0.0524281	0.0175254	-4.60358	-2.1836	-20	2.47267	195.93
13.9897	-0.0453309	0.404352	-4.71042	-4.14826	0	4.39692	195.998
14.0235	-0.0324754	0.357864	-4.84698	-3.9305	0	4.15415	196.097
14.0735	-0.0157806	0.315255	-5.03724	-3.70267	0	3.86567	196.176
14.1086	-0.00498457	0.302294	-5.16536	-3.61263	20	3.72368	196.198
14.1474	-0.00337138	-0.218822	-5.254	-0.95468	-20	1.81573	196.199
14.1908	-0.000479136	0.353002	-5.35611	-3.75846	20	3.70845	196.2
14.2243	0.0039119	-0.089767	-5.44391	-1.49053	0	1.8377	196.198
14.2576	0.000975259	-0.0868458	-5.49364	-1.49053	0	1.81512	196.2
14.2913	-0.00195213	-0.0874357	-5.54384	-1.48477	0	1.80824	196.2
14.3253	-0.00498463	-0.0916579	-5.59385	-1.45408	0	1.78	196.198
14.3662	-0.00892211	-0.101829	-5.65196	-1.38013	0	1.71343	196.192
14.4093	-0.0136585	-0.119211	-5.70892	-1.25701	0	1.61048	196.182
14.4427	-0.0179426	-0.138099	-5.749	-1.13922	-20	1.53371	196.168
14.4925	-0.00909877	0.49623	-5.88353	-4.27661	20	4.03323	196.192
14.5261	-4.64517e-05	0.0439148	-5.98848	-1.97102	20	1.80977	196.2
14.5602	-0.00631139	-0.412804	-6.01606	0.342648	-20	1.20287	196.196
14.6102	-0.0107589	0.233544	-6.07983	-2.86735	20	2.38891	196.189
14.6605	-0.0162994	-0.455562	-6.13641	0.600385	-20	1.17971	196.174
14.711	-0.0232942	0.176374	-6.18676	-2.56429	20	2.11905	196.147
14.7611	-0.0321983	-0.534309	-6.2263	0.966289	-20	1.30429	196.098
14.8018	-0.0440621	-0.0515962	-6.23842	-1.51874	0	1.60837	196.01
14.8361	-0.0467759	-0.107113	-6.28625	-1.26702	-20	1.53993	195.985
14.8787	-0.0408301	0.388	-6.39345	-3.77239	20	3.48259	196.036
14.9158	-0.0364962	-0.153601	-6.4834	-1.0789	-20	1.53859	196.069
14.9622	-0.0307494	0.403149	-6.59813	-3.87393	20	3.6352	196.107
14.9958	-0.0252645	-0.0753043	-6.68786	-1.47702	0	1.70134	196.137
15.0391	-0.0294166	-0.117535	-6.7472	-1.25994	-20	1.60334	196.115
15.0802	-0.0238796	0.388081	-6.85089	-3.7837	20	3.50822	196.144
15.1302	-0.0220057	-0.312507	-6.95171	-0.257046	-20	1.33418	196.152
15.1806	-0.0219643	0.314161	-7.04332	-3.37608	20	3.01433	196.153
15.214	-0.0192911	-0.153499	-7.11667	-1.02074	-20	1.43529	196.163
15.2643	-0.0110003	0.485322	-7.24752	-4.18423	20	3.86236	196.188
15.2978	-0.00236064	0.0328009	-7.34889	-1.88133	20	1.71059	196.199
15.3313	-0.00882617	-0.419586	-7.37346	0.407485	-20	1.16797	196.192
15.3818	-0.0136363	0.227349	-7.43476	-2.81167	20	2.30821	196.182
15.4318	-0.0195153	-0.463958	-7.48822	0.65991	-20	1.16763	196.163
15.4654	-0.0280635	-0.0470424	-7.50199	-1.45002	0	1.45128	196.123
15.4994	-0.0302552	-0.0824496	-7.54823	-1.27146	0	1.37626	196.11
15.5327	-0.0336285	-0.120503	-7.58756	-1.08426	0	1.31414	196.089
15.5832	-0.0413388	-0.187593	-7.63443	-0.766777	-20	1.25016	196.032
15.633	-0.0360775	0.400429	-7.74641	-3.73154	20	3.28887	196.072
15.6667	-0.0307971	-0.0862996	-7.83122	-1.30254	0	1.45703	196.107
15.7007	-0.0343855	-0.125811	-7.8722	-1.10918	0	1.39279	196.084
15.751	-0.0423738	-0.19429	-7.92008	-0.786906	-20	1.32906	196.024
15.8007	-0.0375613	0.389559	-8.03228	-3.73359	20	3.37068	196.062
15.8344	-0.0326791	-0.0992647	-8.11708	-1.29702	0	1.5385	196.095
15.8681	-0.0367181	-0.141033	-8.15749	-1.09584	-20	1.47716	196.068
15.9015	-0.0347814	0.257641	-8.22739	-3.09901	20	2.75413	196.081
15.9349	-0.0342526	-0.225888	-8.29064	-0.687857	-20	1.39164	196.085
15.9686	-0.0350476	0.178535	-8.34805	-2.71819	20	2.44249	196.08
16.0026	-0.0373706	-0.315539	-8.39867	-0.257298	-20	1.35658	196.063
16.0528	-0.0383039	0.278032	-8.48668	-3.24803	20	2.96578	196.056
16.1029	-0.0426797	-0.453807	-8.55844	0.365604	-20	1.46987	196.021
16.1365	-0.0513863	-0.066638	-8.57999	-1.62224	-20	1.92367	195.941
16.1701	-0.0471653	0.318333	-8.66748	-3.57814	0	3.50396	195.982
16.2035	-0.0374008	0.268282	-8.78303	-3.34792	0	3.29423	196.063
16.2371	-0.0290912	0.228594	-8.89204	-3.15471	0	3.11289	196.117
16.271	-0.0218823	0.197754	-8.99625	-2.99289	0	2.95077	196.153
16.3211	-0.0128198	0.166832	-9.14125	-2.8069	20	2.73864	196.184
16.3711	-0.0216992	-0.524666	-9.19449	0.664044	-20	1.60199	196.154
16.4046	-0.0323423	-0.112071	-9.20786	-1.42941	-20	1.88981	196.097
16.4387	-0.0291236	0.301772	-9.29179	-3.50072	20	3.42705	196.117
16.489	-0.0319944	-0.416685	-9.37746	0.0905144	-20	1.58998	196.1
16.5387	-0.0379082	0.176755	-9.44753	-2.89748	0	2.88278	196.059
16.5897	-0.0305378	0.114834	-9.5873	-2.59789	0	2.65108	196.109
16.6395	-0.0261019	0.0646216	-9.71019	-2.34227	0	2.45396	196.133
16.6729	-0.0244508	0.0343465	-9.78591	-2.18303	0	2.33307	196.141
16.7066	-0.0237856	0.00524804	-9.85688	-2.02771	0	2.2191	196.145
16.7407	-0.0241029	-0.0239416	-9.9233	-1.87153	0	2.11135	196.143
16.791	-0.0264281	-0.0692163	-10.0115	-1.63305	-20	1.96666	196.131
16.8408	-0.0144579	0.553319	-10.1697	-4.72781	20	4.89247	196.179
16.8744	-0.00358261	0.0963379	-10.2894	-2.40632	20	2.35023	196.199
16.9082	-0.00801266	-0.359499	-10.3315	-0.0849326	-20	1.41849	196.194
16.9584	-0.00976897	0.289016	-10.4161	-3.28195	20	2.96551	196.191
16.992	-0.00773249	-0.167216	-10.4873	-0.963793	-20	1.43513	196.194
17.0421	0.000280238	0.489376	-10.6162	-4.18881	20	3.84564	196.2
17.0758	0.00929134	0.0479361	-10.7189	-1.92219	20	1.68657	196.192
17.1093	0.00356867	-0.390189	-10.7457	0.314973	-20	1.08544	196.199
17.1427	-0.00201784	0.0544738	-10.7718	-1.86486	20	1.53607	196.2
17.1933	-0.0165115	-0.631519	-10.779	1.5581	-20	1.38804	196.173
17.2433	-0.0325339	-0.0154327	-10.7809	-1.57776	0	1.46885	196.096
17.2769	-0.0337186	-0.0552485	-10.8307	-1.38372	0	1.38922	196.088
17.3106	-0.0362869	-0.0974382	-10.874	-1.18094	0	1.32195	196.071
17.3441	-0.0402965	-0.143113	-10.91	-0.966064	-20	1.2707	196.041
17.3945	-0.0324931	0.455536	-11.0343	-3.97895	20	3.53635	196.096
17.4354	-0.0258344	-0.128887	-11.1372	-1.05221	0	1.31733	196.135
17.4782	-0.0322617	-0.173169	-11.1775	-0.828529	-20	1.25103	196.098
17.5116	-0.0312897	0.231554	-11.2391	-2.85577	20	2.37788	196.104
17.5457	-0.0317452	-0.258365	-11.2947	-0.407467	-20	1.17973	196.101
17.5959	-0.029499	0.348675	-11.3914	-3.4487	20	2.94938	196.115
17.6368	-0.0271731	-0.234538	-11.4727	-0.526295	-20	1.19598	196.128
17.6797	-0.0259558	0.291696	-11.5515	-3.15309	20	2.64122	196.134
17.7163	-0.0247664	-0.22645	-11.6192	-0.551921	-20	1.18011	196.14
17.7543	-0.0244354	0.243942	-11.6848	-2.89576	20	2.38232	196.141
17.7969	-0.0268797	-0.3592	-11.7437	0.126257	-20	1.11767	196.129
17.8476	-0.029405	0.258677	-11.8159	-2.96838	20	2.44526	196.115
17.8831	-0.0292265	-0.248581	-11.8762	-0.429245	-20	1.14589	196.116
17.9311	-0.027115	0.337221	-11.9671	-3.35805	20	2.81129	196.128
17.9818	-0.0282557	-0.382506	-12.0458	0.245802	-20	1.1204	196.122
18.0168	-0.0341895	0.0422741	-12.0747	-1.88607	20	1.65562	196.085
18.0652	-0.0492131	-0.666528	-12.0817	1.57526	-20	1.61265	195.962
18.0988	-0.0652395	-0.292289	-12.0628	-0.422452	-20	1.44535	195.783
18.1328	-0.0689629	0.0723109	-12.1092	-2.30446	0	2.30811	195.734
18.1831	-0.068394	-0.04956	-12.2123	-1.79028	-20	2.14144	195.741
18.2172	-0.0638606	0.316972	-12.3054	-3.68054	0	3.79822	195.8
18.2664	-0.0507952	0.217674	-12.4756	-3.24955	0	3.45586	195.947
18.3002	-0.044429	0.160546	-12.5809	-2.99302	0	3.26458	196.006
18.3341	-0.0398624	0.109626	-12.6784	-2.75854	0	3.09674	196.044
18.3843	-0.0360867	0.0418394	-12.8088	-2.4387	-20	2.88063	196.072
18.4181	-0.0277833	0.451193	-12.9258	-4.48942	0	5.0217	196.124
18.4517	-0.0130738	0.42696	-13.0743	-4.35239	0	4.8092	196.183
18.5014	0.00785745	0.422399	-13.2883	-4.30078	20	4.69105	196.194
18.5348	0.0147581	-0.00769589	-13.3948	-2.08086	0	2.44612	196.179
18.5856	0.0150522	0.0193485	-13.5012	-2.10432	0	2.27639	196.178
18.6355	0.0167101	0.0476126	-13.6069	-2.13365	20	2.12022	196.173
18.6691	0.0111087	-0.382061	-13.6413	0.0870792	-20	1.33081	196.188
18.703	0.00598014	0.07816	-13.6765	-2.157	20	1.9457	196.196
18.7532	-0.00667942	-0.586492	-13.7002	1.19155	-20	1.42534	196.196
18.8032	-0.0199577	0.0517731	-13.7222	-2.01887	20	1.8505	196.161
18.8367	-0.0260889	-0.419492	-13.7502	0.335462	-20	1.25893	196.133
18.8701	-0.0332725	-0.0123012	-13.7738	-1.72535	0	1.72362	196.091
18.9039	-0.0343779	-0.0532186	-13.8289	-1.527	0	1.63563	196.084
18.9377	-0.0368864	-0.0961066	-13.8769	-1.32175	0	1.56101	196.067
18.9882	-0.0435102	-0.168159	-13.9354	-0.986191	-20	1.48041	196.014
19.038	-0.0373714	0.416518	-14.0579	-3.93822	20	3.70836	196.063
19.0717	-0.031566	-0.0707706	-14.1496	-1.5082	0	1.72788	196.102
19.1057	-0.0346477	-0.110999	-14.1976	-1.31212	-20	1.65235	196.082
19.1559	-0.0250403	0.497399	-14.3395	-4.35831	20	4.25267	196.138
19.2056	-0.0176447	-0.198146	-14.4689	-0.853015	-20	1.4688	196.169
19.2393	-0.0171354	0.228463	-14.5333	-2.96681	20	2.65221	196.171
19.2735	-0.0174399	-0.246343	-14.5938	-0.569504	-20	1.34632	196.17
19.3237	-0.0138984	0.388707	-14.7011	-3.71547	20	3.32718	196.181
19.374	-0.0116688	-0.299392	-14.8001	-0.225584	-20	1.19448	196.187
19.4244	-0.010449	0.34812	-14.8922	-3.42268	20	2.88922	196.189
19.4743	-0.0100104	-0.330417	-14.9769	0.0203474	-20	1.06509	196.19
19.5079	-0.0138466	0.100999	-15.0122	-2.11368	20	1.70538	196.181
19.5413	-0.0181786	-0.361368	-15.0438	0.214621	-20	1.02103	196.168
19.5748	-0.023232	0.0591209	-15.0719	-1.87885	20	1.53229	196.147
19.6088	-0.0294048	-0.423466	-15.0947	0.525123	-20	1.05579	196.115
19.6591	-0.035441	0.181172	-15.1459	-2.53287	20	2.02233	196.077
19.7089	-0.0444914	-0.546372	-15.1825	1.04171	-20	1.30768	196.006
19.7426	-0.0563859	-0.161973	-15.1818	-0.967124	-20	1.40238	195.888
19.7764	-0.0554959	0.214928	-15.2469	-2.89306	20	2.58195	195.898
19.8098	-0.0567729	-0.291543	-15.302	-0.404841	-20	1.41147	195.884
19.8432	-0.0603247	0.0779013	-15.3472	-2.29698	0	2.24811	195.843
19.8766	-0.0589072	0.00714711	-15.4189	-1.99186	-20	2.1258	195.86
19.9101	-0.0524121	0.381999	-15.5176	-3.90681	0	3.89258	195.931
19.9442	-0.040393	0.326222	-15.6463	-3.65525	0	3.64687	196.04
19.9943	-0.0256231	0.267754	-15.8218	-3.36981	-20	3.35457	196.136
20.0451	0.00436406	0.921101	-16.0743	-6.59471	20	8.10653	196.198
20.0788	0.0280809	0.493238	-16.2586	-4.37749	0	4.33899	196.123
20.1124	0.0453057	0.536358	-16.4071	-4.48338	0	4.32327	195.999
20.146	0.0643809	0.600412	-16.5609	-4.66353	20	4.38968	195.794
20.1798	0.0785575	0.24342	-16.6851	-2.7141	0	2.00951	195.595
20.2134	0.0883639	0.34149	-16.7814	-3.01666	0	2.06672	195.435
20.247	0.101645	0.451741	-16.8884	-3.36095	20	2.21172	195.187
20.2806	0.111617	0.144633	-16.9717	-1.60913	0	0.708159	194.979
20.3141	0.118676	0.277616	-17.0326	-2.03324	20	0.802488	194.82
20.3477	0.123164	-0.00903085	-17.0728	-0.362778	20	0.0862052	194.714
20.3812	0.118062	-0.296222	-17.0579	1.23573	-20	0.263331	194.834
20.4148	0.117593	0.268285	-17.0608	-1.38246	20	0.297597	194.845
20.4485	0.12174	-0.0206228	-17.079	0.282341	20	0.0249787	194.748
20.4821	0.116205	-0.3103	-17.043	1.86643	0	0.577827	194.877
20.5157	0.107972	-0.180233	-16.9889	1.35355	20	0.362361	195.057
20.5493	0.096704	-0.493489	-16.9154	3.03093	-20	1.53294	195.283
20.5829	0.0892692	0.0496613	-16.8574	0.426883	20	0.209349	195.419
20.6164	0.0853736	-0.282866	-16.8138	2.17816	20	0.954005	195.485
20.6501	0.0700597	-0.630846	-16.7102	3.99252	-20	2.69683	195.719
20.6837	0.0575621	-0.114587	-16.6185	1.46934	20	0.646381	195.875
20.7173	0.0473803	-0.494475	-16.5368	3.40463	0	2.09393	195.98
20.7508	0.0316352	-0.447989	-16.4265	3.18774	0	1.88644	196.102
20.7843	0.0171579	-0.419148	-16.3225	3.03423	0	1.73403	196.171
20.8179	0.00331497	-0.40697	-16.2221	2.95106	0	1.64212	196.199
20.8515	-0.0103647	-0.411156	-16.1232	2.94744	-20	1.6214	196.189
20.885	-0.016936	0.0182437	-16.0616	0.72684	20	0.346925	196.172
20.9186	-0.0242093	-0.452428	-15.9991	2.99857	-20	1.56724	196.143
20.9521	-0.0324638	-0.0424275	-15.9348	0.851803	20	0.27258	196.097
20.9857	-0.0420773	-0.531434	-15.867	3.1867	-20	1.64141	196.026
21.0192	-0.0533791	-0.146105	-15.7948	1.13303	-20	0.258309	195.921
21.0528	-0.0519181	0.233437	-15.7906	-0.8548	20	0.149712	195.936
21.0865	-0.0525779	-0.27274	-15.7781	1.57384	-20	0.391582	195.929
21.1202	-0.0553696	0.106486	-15.7593	-0.444035	0	0.0329905	195.899
21.1539	-0.0528821	0.0416853	-15.7695	-0.159892	-20	0.00481432	195.926
21.1875	-0.0450419	0.426595	-15.8076	-2.11493	20	0.674731	196.001
21.2211	-0.0390296	-0.0677266	-15.8374	0.321656	-20	0.015701	196.051
21.2547	-0.0345945	0.332715	-15.8611	-1.71665	20	0.444527	196.083
21.2882	-0.0315511	-0.150468	-15.8784	0.660445	-20	0.069004	196.102
21.3217	-0.0297787	0.256667	-15.8913	-1.41146	20	0.306043	196.113
21.3553	-0.029235	-0.224218	-15.8987	0.950118	-20	0.147465	196.116
21.3888	-0.029903	0.184179	-15.9022	-1.13618	0	0.212549	196.112
21.4223	-0.0242891	0.151738	-15.9374	-0.969091	0	0.158751	196.142
21.456	-0.0196474	0.125338	-15.9675	-0.823742	0	0.117394	196.162
21.4896	-0.0158003	0.103988	-15.993	-0.696634	0	0.0853193	196.176
21.5231	-0.0126149	0.0869585	-16.0145	-0.585483	0	0.0605179	196.184
21.5568	-0.00991921	0.0733392	-16.0325	-0.487868	0	0.0415824	196.19
21.5903	-0.00764611	0.0627953	-16.0475	-0.411204	0	0.0291476	196.194
21.6239	-0.00568166	0.0547891	-16.0603	-0.352987	0	0.0211903	196.197
21.6574	-0.00394835	0.0490062	-16.0714	-0.310934	0	0.0162398	196.198
21.6909	-0.00237529	0.0452092	-16.0813	-0.283321	0	0.013353	196.199
21.7244	-0.000897286	0.0432425	-16.0905	-0.269019	0	0.0119711	196.2
21.7581	0.000549989	0.0430329	-16.0995	-0.266563	0	0.0117151	196.2
21.7916	0.00201494	0.0445755	-16.1084	-0.266563	0	0.0114218	196.2
21.8253	0.00356559	0.0479393	-16.1174	-0.266563	0	0.0109474	196.199
21.8588	0.00525501	0.0532359	-16.1263	-0.266563	0	0.0106592	196.197
21.8922	0.00715324	0.0606711	-16.1353	-0.266563	20	0.0112015	196.195
21.9258	0.00182885	-0.379397	-16.1079	1.89872	-20	0.540775	196.2
21.9594	-0.00341554	0.0662749	-16.0824	-0.366925	0	0.0207013	196.199
21.9928	-0.00125244	0.0634766	-16.0943	-0.346577	0	0.0183583	196.2
22.0264	0.000866423	0.0632445	-16.1058	-0.34333	0	0.0179753	196.2
22.06	0.00302428	0.0655878	-16.1174	-0.34333	0	0.0177765	196.199
22.0934	0.0052939	0.0705732	-16.1289	-0.34333	0	0.0177191	196.197
22.1271	0.00779272	0.0784614	-16.1404	-0.34333	20	0.0186441	196.194
22.1608	0.00301294	-0.362981	-16.1148	1.84973	-20	0.513721	196.199
22.1942	-0.00166738	0.0819968	-16.091	-0.410287	0	0.0252505	196.2
22.2278	0.00107285	0.0816389	-16.1047	-0.405825	0	0.0247064	196.2
22.2614	0.00385518	0.084604	-16.1183	-0.405825	20	0.0248234	196.199
22.295	-0.00075409	-0.359941	-16.0947	1.79658	-20	0.484161	196.2
22.3286	-0.00539751	0.0822232	-16.0724	-0.45532	0	0.0318813	196.197
22.3623	-0.00271864	0.077324	-16.0871	-0.419697	0	0.02686	196.199
22.3959	-0.000157611	0.0755921	-16.101	-0.407103	0	0.0251997	196.2
22.4294	0.00238936	0.076932	-16.1146	-0.407035	0	0.0250522	196.199
22.4629	0.00503736	0.0813975	-16.1283	-0.407035	20	0.0248533	196.198
22.4966	0.000313422	-0.362888	-16.1046	1.79582	-20	0.483884	196.2
22.5303	-0.00439963	0.0818492	-16.0825	-0.467146	0	0.0340762	196.198
22.5639	-0.00171809	0.0781633	-16.0977	-0.440344	0	0.0300669	196.2
22.5974	0.000884099	0.0776626	-16.1124	-0.43536	0	0.0293162	196.2
22.631	0.00352941	0.0803195	-16.127	-0.43536	0	0.0288876	196.199
22.6647	0.00632891	0.0862749	-16.1417	-0.43536	20	0.0284401	196.196
22.6984	0.00178818	-0.356654	-16.119	1.76295	-20	0.466366	196.2
22.732	-0.00269153	0.0888246	-16.0981	-0.50123	0	0.0389899	196.199
22.7656	0.000262325	0.0873605	-16.1148	-0.490478	0	0.0372376	196.2
22.7992	0.00322243	0.0894577	-16.1312	-0.490478	0	0.0368323	196.199
22.8328	0.00630648	0.0951788	-16.1477	-0.490478	20	0.036174	196.196
22.8664	0.00207931	-0.347141	-16.127	1.70504	-20	0.436456	196.2
22.9001	-0.00206337	0.100173	-16.1081	-0.567433	0	0.0500702	196.2
22.9337	0.00127994	0.0997016	-16.127	-0.561834	0	0.048953	196.2
22.9672	0.00466937	0.103272	-16.1458	-0.561834	20	0.0481784	196.198
23.0008	0.000694241	-0.340443	-16.1275	1.63823	-20	0.404208	196.2
23.0343	-0.00327189	0.102499	-16.1104	-0.595158	0	0.0558664	196.199
23.0678	0.000123686	0.100607	-16.1301	-0.581385	0	0.0531566	196.2
23.1014	0.00352438	0.102799	-16.1496	-0.581385	20	0.0525191	196.199
23.135	-0.00049785	-0.342621	-16.1318	1.62526	-20	0.39931	196.2
23.1685	-0.00456214	0.0987316	-16.1151	-0.602203	0	0.0591127	196.198
23.202	-0.00131628	0.0951951	-16.1348	-0.57649	0	0.0538927	196.2
23.2356	0.00187418	0.0955305	-16.1541	-0.574133	0	0.0531681	196.2
23.2693	0.00514792	0.0997615	-16.1734	-0.574133	20	0.0517169	196.197
23.3029	0.001069	-0.343236	-16.1555	1.62306	-20	0.398617	196.2
23.3364	-0.00297767	0.100887	-16.1391	-0.615615	0	0.0617929	196.199
23.37	0.000374089	0.0993202	-16.1595	-0.604033	0	0.0593451	196.2
23.4035	0.00373608	0.10179	-16.1797	-0.604033	0	0.0583466	196.199
23.4371	0.00725436	0.108401	-16.2	-0.604033	20	0.0562743	196.195
23.4708	0.0035044	-0.332107	-16.1833	1.58439	-20	0.378876	196.199
23.5043	-0.000109438	0.116141	-16.1683	-0.670469	20	0.0706524	196.2
23.538	-0.00374708	-0.333156	-16.1533	1.54993	-20	0.365727	196.199
23.5717	-0.00753091	0.107841	-16.1391	-0.680531	0	0.0774662	196.194
23.6056	-0.00400291	0.100833	-16.1612	-0.629584	0	0.0657505	196.198
23.6391	-0.000680714	0.0980204	-16.1819	-0.609136	0	0.0613246	196.2
23.6727	0.00261628	0.0991836	-16.2023	-0.608507	0	0.0606134	196.199
23.7062	0.00601601	0.104365	-16.2227	-0.608507	20	0.058552	196.196
23.7397	0.00214146	-0.336267	-16.2062	1.57854	-20	0.377999	196.2
23.7737	-0.00159994	0.115036	-16.1916	-0.693469	0	0.077732	196.2
23.8072	0.00224887	0.115426	-16.2148	-0.690593	0	0.0766882	196.2
23.8407	0.00618716	0.120486	-16.2379	-0.690593	20	0.0746533	196.196
23.8743	0.00282835	-0.320927	-16.2238	1.51076	-20	0.345891	196.199
